SurveySeason,Region,NetType,CommonName,Core_Survey,Month,SurveyCategory,N_Fish,Length_Mean,Length_SD,Length_Min,Length_Q1,Length_Q5,Length_Q25,Length_Median,Length_Q75,Length_Q95,Length_Q99,Length_Max
20mm,South,Pelagic Trawl,Delta_Smelt,TRUE,6,CDFW,95,19,6,6,8,10,14,18,22,29,37,40
20mm,South,Pelagic Trawl,Delta_Smelt,TRUE,7,CDFW,3,19,6,14,14,14,16,17,22,25,26,26
20mm,South,Pelagic Trawl,Inland_Silverside,TRUE,3,CDFW,3,78,7,72,72,73,75,78,82,84,85,85
20mm,South,Pelagic Trawl,Inland_Silverside,TRUE,5,CDFW,2,12,4,10,10,10,11,12,14,15,15,15
20mm,South,Pelagic Trawl,Inland_Silverside,TRUE,6,CDFW,136,17,4,5,5,11,15,17,20,25,26,26
20mm,South,Pelagic Trawl,Inland_Silverside,TRUE,7,CDFW,18,29,8,12,12,12,24,30,35,40,41,41
20mm,South,Pelagic Trawl,Longfin_Smelt,TRUE,3,CDFW,357,15,6,6,6,7,11,15,18,27,32,32
20mm,South,Pelagic Trawl,Longfin_Smelt,TRUE,4,CDFW,933,16,6,5,7,8,12,16,20,25,29,88
20mm,South,Pelagic Trawl,Longfin_Smelt,TRUE,5,CDFW,65,19,5,7,8,10,17,20,23,27,28,28
20mm,South,Pelagic Trawl,Longfin_Smelt,TRUE,6,CDFW,3,14,7,8,8,9,11,14,18,20,21,21
20mm,South,Pelagic Trawl,Pacific_Herring,TRUE,3,CDFW,35,28,8,9,9,15,24,28,33,39,42,42
20mm,South,Pelagic Trawl,Pacific_Herring,TRUE,4,CDFW,23,11,6,5,5,5,6,9,16,21,24,25
20mm,South,Pelagic Trawl,Pacific_Herring,TRUE,5,CDFW,5,23,10,7,7,9,19,27,29,31,32,32
20mm,South,Pelagic Trawl,Shimofuri_Goby,TRUE,3,CDFW,16,63,20,33,34,36,48,61,75,91,99,101
20mm,South,Pelagic Trawl,Shimofuri_Goby,TRUE,4,CDFW,4,73,9,60,60,62,72,76,78,80,80,80
20mm,South,Pelagic Trawl,Shimofuri_Goby,TRUE,5,CDFW,5,67,13,52,52,53,55,72,76,80,81,81
20mm,South,Pelagic Trawl,Shimofuri_Goby,TRUE,6,CDFW,10,44,34,12,12,12,13,31,78,88,90,90
20mm,South,Pelagic Trawl,Shimofuri_Goby,TRUE,7,CDFW,6,44,19,15,16,19,35,46,59,64,65,65
20mm,South,Pelagic Trawl,Splittail,TRUE,3,CDFW,5,11,1,11,11,11,11,11,12,12,12,12
20mm,South,Pelagic Trawl,Splittail,TRUE,4,CDFW,4,23,6,18,18,18,19,22,26,29,30,30
20mm,South,Pelagic Trawl,Splittail,TRUE,5,CDFW,43,30,8,8,8,18,26,30,37,41,45,45
20mm,South,Pelagic Trawl,Splittail,TRUE,6,CDFW,19,34,13,6,9,22,29,32,35,61,68,70
20mm,South,Pelagic Trawl,Splittail,TRUE,7,CDFW,3,57,30,24,25,28,44,63,74,82,84,84
20mm,South,Pelagic Trawl,Starry_Flounder,TRUE,4,CDFW,5,9,1,7,7,7,9,9,9,9,9,9
20mm,South,Pelagic Trawl,Starry_Flounder,TRUE,5,CDFW,3,21,22,8,8,8,8,9,28,43,46,47
20mm,South,Pelagic Trawl,Striped_Bass,TRUE,3,CDFW,8,30,42,5,5,5,6,8,31,100,106,107
20mm,South,Pelagic Trawl,Striped_Bass,TRUE,4,CDFW,1028,9,5,3,4,5,7,9,11,13,16,124
20mm,South,Pelagic Trawl,Striped_Bass,TRUE,5,CDFW,4411,11,4,3,5,6,8,10,13,17,22,30
20mm,South,Pelagic Trawl,Striped_Bass,TRUE,6,CDFW,4032,12,6,3,5,6,8,11,14,21,35,60
20mm,South,Pelagic Trawl,Striped_Bass,TRUE,7,CDFW,375,12,6,5,5,6,9,12,14,22,39,44
20mm,South,Pelagic Trawl,Threadfin_Shad,TRUE,3,CDFW,6,76,11,62,62,63,69,78,81,91,93,94
20mm,South,Pelagic Trawl,Threadfin_Shad,TRUE,4,CDFW,146,8,3,5,5,5,6,7,9,14,15,15
20mm,South,Pelagic Trawl,Threadfin_Shad,TRUE,5,CDFW,2437,10,4,4,4,5,7,10,12,16,18,124
20mm,South,Pelagic Trawl,Threadfin_Shad,TRUE,6,CDFW,23948,13,4,2,5,6,9,12,16,19,23,36
20mm,South,Pelagic Trawl,Threadfin_Shad,TRUE,7,CDFW,1214,12,5,4,4,5,8,11,15,23,29,45
20mm,South,Pelagic Trawl,Tridentiger_Spp.,TRUE,4,CDFW,209,6,2,3,3,3,4,6,8,10,11,11
20mm,South,Pelagic Trawl,Tridentiger_Spp.,TRUE,5,CDFW,2829,9,3,3,3,4,6,8,11,14,15,15
20mm,South,Pelagic Trawl,Tridentiger_Spp.,TRUE,6,CDFW,7524,9,4,2,3,4,6,9,12,15,16,26
20mm,South,Pelagic Trawl,Tridentiger_Spp.,TRUE,7,CDFW,3949,10,4,3,4,4,7,10,13,15,17,30
20mm,South,Pelagic Trawl,White_Catfish,TRUE,3,CDFW,115,101,50,33,43,51,64,80,126,204,217,218
20mm,South,Pelagic Trawl,White_Catfish,TRUE,4,CDFW,129,117,50,39,40,46,75,115,142,195,277,300
20mm,South,Pelagic Trawl,White_Catfish,TRUE,5,CDFW,84,97,48,14,32,49,64,76,132,197,243,250
20mm,South,Pelagic Trawl,White_Catfish,TRUE,6,CDFW,469,31,34,11,12,13,15,18,23,107,165,215
20mm,South,Pelagic Trawl,White_Catfish,TRUE,7,CDFW,406,26,24,12,13,14,17,20,28,38,172,172
20mm,South,Pelagic Trawl,White_Sturgeon,TRUE,3,CDFW,3,14,1,13,13,13,14,14,14,14,14,14
20mm,NA,Pelagic Trawl,American_Shad,TRUE,6,CDFW,7,16,3,13,13,13,14,14,19,21,21,21
20mm,NA,Pelagic Trawl,Delta_Smelt,TRUE,6,CDFW,39,26,13,11,11,12,20,24,30,47,74,75
20mm,NA,Pelagic Trawl,Striped_Bass,TRUE,6,CDFW,48,11,3,7,7,7,9,11,13,15,15,15
20mm,NA,Pelagic Trawl,Tridentiger_Spp.,TRUE,6,CDFW,67,9,2,6,6,6,8,9,11,13,13,13
FMWT,Far West,Pelagic Trawl,American_Shad,TRUE,9,CDFW,898,77,12,34,57,64,70,75,83,94,105,289
FMWT,Far West,Pelagic Trawl,American_Shad,TRUE,10,CDFW,774,83,10,53,65,70,75,80,89,101,109,123
FMWT,Far West,Pelagic Trawl,American_Shad,TRUE,11,CDFW,841,88,12,39,68,71,81,87,93,105,121,234
FMWT,Far West,Pelagic Trawl,American_Shad,TRUE,12,CDFW,1857,92,12,31,70,75,84,92,98,111,124,212
FMWT,Far West,Pelagic Trawl,Chinook_Salmon,TRUE,9,CDFW,5,593,286,107,128,210,621,630,775,819,828,830
FMWT,Far West,Pelagic Trawl,Chinook_Salmon,TRUE,11,CDFW,2,182,5,178,178,178,180,182,183,185,185,185
FMWT,Far West,Pelagic Trawl,Chinook_Salmon,TRUE,12,CDFW,2,740,85,680,681,686,710,740,770,794,799,800
FMWT,Far West,Pelagic Trawl,Delta_Smelt,TRUE,9,CDFW,9,54,7,47,47,47,49,53,55,66,67,67
FMWT,Far West,Pelagic Trawl,Delta_Smelt,TRUE,10,CDFW,5,58,4,53,53,53,55,60,61,62,62,62
FMWT,Far West,Pelagic Trawl,Delta_Smelt,TRUE,11,CDFW,3,56,6,51,51,51,53,55,59,62,63,63
FMWT,Far West,Pelagic Trawl,Inland_Silverside,TRUE,10,CDFW,5,77,6,68,68,69,73,78,82,82,82,82
FMWT,Far West,Pelagic Trawl,Longfin_Smelt,TRUE,9,CDFW,475,51,10,33,37,40,44,48,53,69,96,110
FMWT,Far West,Pelagic Trawl,Longfin_Smelt,TRUE,10,CDFW,158,62,15,38,41,44,50,60,72,86,103,116
FMWT,Far West,Pelagic Trawl,Longfin_Smelt,TRUE,11,CDFW,135,66,15,37,40,47,55,64,72,97,108,112
FMWT,Far West,Pelagic Trawl,Longfin_Smelt,TRUE,12,CDFW,418,75,19,50,54,57,61,67,79,114,123,133
FMWT,Far West,Pelagic Trawl,Northern_Anchovy,TRUE,8,CDFW,2117,68,11,34,44,53,61,66,72,91,101,114
FMWT,Far West,Pelagic Trawl,Northern_Anchovy,TRUE,9,CDFW,34131,77,13,11,46,58,70,75,84,102,115,142
FMWT,Far West,Pelagic Trawl,Northern_Anchovy,TRUE,10,CDFW,39113,70,11,15,40,50,64,71,77,87,98,139
FMWT,Far West,Pelagic Trawl,Northern_Anchovy,TRUE,11,CDFW,17104,69,13,14,42,52,63,70,75,85,96,553
FMWT,Far West,Pelagic Trawl,Northern_Anchovy,TRUE,12,CDFW,3479,64,14,18,28,41,53,66,75,85,97,114
FMWT,Far West,Pelagic Trawl,Pacific_Herring,TRUE,9,CDFW,434,69,6,35,57,60,65,70,74,80,86,91
FMWT,Far West,Pelagic Trawl,Pacific_Herring,TRUE,10,CDFW,632,70,6,47,61,64,66,69,74,81,85,95
FMWT,Far West,Pelagic Trawl,Pacific_Herring,TRUE,11,CDFW,155,81,17,65,65,68,73,76,83,96,167,181
FMWT,Far West,Pelagic Trawl,Pacific_Herring,TRUE,12,CDFW,91,90,32,54,57,70,76,80,85,172,209,210
FMWT,Far West,Pelagic Trawl,Shimofuri_Goby,TRUE,12,CDFW,2,58,4,55,55,55,56,58,59,60,60,60
FMWT,Far West,Pelagic Trawl,Shokihaze_Goby,TRUE,9,CDFW,8,40,9,28,28,30,33,39,46,53,53,53
FMWT,Far West,Pelagic Trawl,Shokihaze_Goby,TRUE,12,CDFW,2,56,6,51,51,51,53,56,58,60,60,60
FMWT,Far West,Pelagic Trawl,Splittail,TRUE,9,CDFW,8,94,8,84,84,85,87,92,98,106,109,110
FMWT,Far West,Pelagic Trawl,Splittail,TRUE,10,CDFW,2,116,6,111,111,111,113,116,118,120,120,120
FMWT,Far West,Pelagic Trawl,Starry_Flounder,TRUE,9,CDFW,16,163,85,61,63,69,91,122,249,278,296,300
FMWT,Far West,Pelagic Trawl,Starry_Flounder,TRUE,10,CDFW,12,255,74,102,114,164,231,256,273,350,418,435
FMWT,Far West,Pelagic Trawl,Starry_Flounder,TRUE,12,CDFW,5,286,67,181,185,199,271,308,309,350,358,360
FMWT,Far West,Pelagic Trawl,Steelhead,TRUE,9,CDFW,2,402,39,375,376,378,389,402,416,427,429,430
FMWT,Far West,Pelagic Trawl,Striped_Bass,TRUE,9,CDFW,219,156,94,45,51,59,82,105,227,330,446,492
FMWT,Far West,Pelagic Trawl,Striped_Bass,TRUE,10,CDFW,152,183,91,65,68,86,109,154,250,344,427,507
FMWT,Far West,Pelagic Trawl,Striped_Bass,TRUE,11,CDFW,210,140,63,65,70,85,102,120,144,284,348,449
FMWT,Far West,Pelagic Trawl,Striped_Bass,TRUE,12,CDFW,231,145,83,70,76,82,100,118,150,300,431,804
FMWT,Far West,Pelagic Trawl,Threadfin_Shad,TRUE,9,CDFW,10,58,33,19,19,19,20,74,81,94,101,103
FMWT,Far West,Pelagic Trawl,Threadfin_Shad,TRUE,10,CDFW,13,96,11,76,77,79,88,98,102,110,110,110
FMWT,Far West,Pelagic Trawl,Threadfin_Shad,TRUE,11,CDFW,125,93,13,64,68,75,82,92,100,117,128,139
FMWT,Far West,Pelagic Trawl,Threadfin_Shad,TRUE,12,CDFW,335,89,11,45,64,73,82,89,96,106,118,137
FMWT,Far West,Pelagic Trawl,Topsmelt,TRUE,9,CDFW,370,79,43,21,36,51,60,67,76,166,255,318
FMWT,Far West,Pelagic Trawl,Topsmelt,TRUE,10,CDFW,292,84,42,52,56,60,67,73,80,151,283,343
FMWT,Far West,Pelagic Trawl,Topsmelt,TRUE,11,CDFW,258,87,36,49,61,66,73,78,87,122,298,343
FMWT,Far West,Pelagic Trawl,Topsmelt,TRUE,12,CDFW,123,100,43,55,62,66,74,86,122,160,296,318
FMWT,West,Pelagic Trawl,American_Shad,TRUE,9,CDFW,2578,69,12,27,46,53,63,68,75,87,100,200
FMWT,West,Pelagic Trawl,American_Shad,TRUE,10,CDFW,2080,78,11,43,54,64,72,78,82,95,107,180
FMWT,West,Pelagic Trawl,American_Shad,TRUE,11,CDFW,3106,79,9,45,60,66,72,77,84,95,104,125
FMWT,West,Pelagic Trawl,American_Shad,TRUE,12,CDFW,1716,87,12,38,60,70,80,85,93,104,117,204
FMWT,West,Pelagic Trawl,Chinook_Salmon,TRUE,9,CDFW,4,772,112,620,624,641,725,800,848,866,869,870
FMWT,West,Pelagic Trawl,Chinook_Salmon,TRUE,10,CDFW,7,486,314,160,161,163,178,565,710,870,894,900
FMWT,West,Pelagic Trawl,Chinook_Salmon,TRUE,12,CDFW,20,147,35,55,63,96,123,152,171,190,198,200
FMWT,West,Pelagic Trawl,Crangon,TRUE,10,CDFW,2,22,4,20,20,20,21,22,24,25,25,25
FMWT,West,Pelagic Trawl,Delta_Smelt,TRUE,9,CDFW,123,56,9,36,38,44,50,55,60,70,85,90
FMWT,West,Pelagic Trawl,Delta_Smelt,TRUE,10,CDFW,233,56,7,41,42,45,51,55,60,65,82,85
FMWT,West,Pelagic Trawl,Delta_Smelt,TRUE,11,CDFW,113,59,6,46,48,50,54,58,63,69,73,86
FMWT,West,Pelagic Trawl,Delta_Smelt,TRUE,12,CDFW,208,61,5,49,50,51,58,61,65,70,74,78
FMWT,West,Pelagic Trawl,Inland_Silverside,TRUE,9,CDFW,6,62,9,53,53,54,57,58,66,75,77,77
FMWT,West,Pelagic Trawl,Inland_Silverside,TRUE,10,CDFW,13,63,10,46,46,48,57,65,70,76,79,80
FMWT,West,Pelagic Trawl,Inland_Silverside,TRUE,11,CDFW,9,74,6,63,64,66,70,75,79,82,82,82
FMWT,West,Pelagic Trawl,Inland_Silverside,TRUE,12,CDFW,4,90,21,73,73,74,78,82,94,115,119,120
FMWT,West,Pelagic Trawl,Longfin_Smelt,TRUE,9,CDFW,185,58,10,38,39,43,52,59,63,75,96,102
FMWT,West,Pelagic Trawl,Longfin_Smelt,TRUE,10,CDFW,128,68,13,43,45,52,60,66,73,97,110,113
FMWT,West,Pelagic Trawl,Longfin_Smelt,TRUE,11,CDFW,327,69,12,44,52,55,62,66,73,96,108,120
FMWT,West,Pelagic Trawl,Longfin_Smelt,TRUE,12,CDFW,641,76,19,45,53,57,62,68,84,115,122,131
FMWT,West,Pelagic Trawl,Northern_Anchovy,TRUE,9,CDFW,340,72,15,16,25,36,68,73,79,92,99,125
FMWT,West,Pelagic Trawl,Northern_Anchovy,TRUE,10,CDFW,461,70,18,8,13,23,66,74,82,90,95,103
FMWT,West,Pelagic Trawl,Northern_Anchovy,TRUE,11,CDFW,274,63,22,20,22,25,42,70,80,90,93,101
FMWT,West,Pelagic Trawl,Northern_Anchovy,TRUE,12,CDFW,39,56,19,32,33,34,39,46,74,85,89,90
FMWT,West,Pelagic Trawl,Pacific_Herring,TRUE,9,CDFW,29,68,6,57,57,59,64,66,70,78,82,83
FMWT,West,Pelagic Trawl,Pacific_Herring,TRUE,10,CDFW,64,77,5,66,66,69,73,76,81,85,88,90
FMWT,West,Pelagic Trawl,Pacific_Herring,TRUE,11,CDFW,49,77,7,64,64,67,71,76,82,89,92,94
FMWT,West,Pelagic Trawl,Pacific_Herring,TRUE,12,CDFW,34,90,37,68,68,70,74,78,84,197,214,216
FMWT,West,Pelagic Trawl,Shimofuri_Goby,TRUE,9,CDFW,4,64,13,45,46,48,60,69,73,73,73,73
FMWT,West,Pelagic Trawl,Shimofuri_Goby,TRUE,10,CDFW,6,59,19,41,41,42,47,52,70,86,89,90
FMWT,West,Pelagic Trawl,Shimofuri_Goby,TRUE,11,CDFW,4,64,12,47,48,50,62,68,70,72,73,73
FMWT,West,Pelagic Trawl,Shimofuri_Goby,TRUE,12,CDFW,10,63,12,47,47,49,52,63,72,79,80,80
FMWT,West,Pelagic Trawl,Shokihaze_Goby,TRUE,9,CDFW,10,33,10,18,18,20,27,32,38,48,52,53
FMWT,West,Pelagic Trawl,Shokihaze_Goby,TRUE,10,CDFW,7,33,8,26,26,26,27,30,39,44,45,45
FMWT,West,Pelagic Trawl,Shokihaze_Goby,TRUE,12,CDFW,2,51,31,29,29,31,40,51,62,71,73,73
FMWT,West,Pelagic Trawl,Splittail,TRUE,9,CDFW,12,115,47,76,77,81,86,96,116,210,223,226
FMWT,West,Pelagic Trawl,Splittail,TRUE,10,CDFW,8,194,88,96,97,100,117,199,275,279,279,279
FMWT,West,Pelagic Trawl,Splittail,TRUE,11,CDFW,5,149,48,107,107,107,108,128,190,206,209,210
FMWT,West,Pelagic Trawl,Splittail,TRUE,12,CDFW,5,182,46,127,128,133,155,174,210,237,243,244
FMWT,West,Pelagic Trawl,Starry_Flounder,TRUE,9,CDFW,16,166,88,78,78,80,88,120,257,285,297,300
FMWT,West,Pelagic Trawl,Starry_Flounder,TRUE,10,CDFW,11,179,84,84,84,84,100,152,242,290,322,330
FMWT,West,Pelagic Trawl,Starry_Flounder,TRUE,11,CDFW,14,243,66,81,91,133,214,270,276,313,314,314
FMWT,West,Pelagic Trawl,Starry_Flounder,TRUE,12,CDFW,13,238,82,110,112,121,158,270,282,335,387,400
FMWT,West,Pelagic Trawl,Striped_Bass,TRUE,9,CDFW,661,91,41,15,45,54,70,82,95,184,270,345
FMWT,West,Pelagic Trawl,Striped_Bass,TRUE,10,CDFW,411,116,66,43,60,68,83,95,112,240,391,543
FMWT,West,Pelagic Trawl,Striped_Bass,TRUE,11,CDFW,236,124,69,63,70,79,93,103,120,230,458,510
FMWT,West,Pelagic Trawl,Striped_Bass,TRUE,12,CDFW,374,128,70,58,72,81,94,108,128,281,413,582
FMWT,West,Pelagic Trawl,Threadfin_Shad,TRUE,9,CDFW,994,56,11,26,38,43,49,54,60,76,100,128
FMWT,West,Pelagic Trawl,Threadfin_Shad,TRUE,10,CDFW,699,66,18,33,43,48,55,60,69,107,116,135
FMWT,West,Pelagic Trawl,Threadfin_Shad,TRUE,11,CDFW,1376,76,15,41,50,54,63,75,87,102,113,131
FMWT,West,Pelagic Trawl,Threadfin_Shad,TRUE,12,CDFW,769,80,17,42,50,56,67,78,90,109,122,153
FMWT,West,Pelagic Trawl,Topsmelt,TRUE,10,CDFW,2,170,148,65,67,76,118,170,222,264,273,275
FMWT,West,Pelagic Trawl,Topsmelt,TRUE,11,CDFW,3,85,17,75,75,75,75,75,90,102,104,105
FMWT,West,Pelagic Trawl,Topsmelt,TRUE,12,CDFW,25,96,20,74,74,74,86,95,99,120,159,171
FMWT,West,Pelagic Trawl,White_Catfish,TRUE,9,CDFW,4,105,81,36,36,37,42,89,152,196,205,207
FMWT,West,Pelagic Trawl,White_Catfish,TRUE,10,CDFW,5,150,81,60,62,69,107,123,190,253,266,269
FMWT,West,Pelagic Trawl,White_Catfish,TRUE,11,CDFW,8,164,73,56,56,58,118,186,207,245,257,260
FMWT,West,Pelagic Trawl,White_Catfish,TRUE,12,CDFW,6,174,67,110,110,110,115,160,229,255,259,260
FMWT,West,Pelagic Trawl,White_Sturgeon,TRUE,9,CDFW,7,549,388,240,241,243,256,454,692,1148,1230,1250
FMWT,West,Pelagic Trawl,White_Sturgeon,TRUE,10,CDFW,2,465,134,370,372,380,418,465,512,550,558,560
FMWT,West,Pelagic Trawl,White_Sturgeon,TRUE,11,CDFW,4,620,286,349,352,366,432,565,752,950,990,1000
FMWT,North,Pelagic Trawl,American_Shad,TRUE,9,CDFW,6553,62,12,22,40,46,55,61,66,78,91,185
FMWT,North,Pelagic Trawl,American_Shad,TRUE,10,CDFW,3937,69,12,26,44,53,62,68,74,90,111,203
FMWT,North,Pelagic Trawl,American_Shad,TRUE,11,CDFW,3213,73,12,33,50,60,68,73,78,85,103,399
FMWT,North,Pelagic Trawl,American_Shad,TRUE,12,CDFW,484,77,13,35,54,60,72,77,81,96,117,214
FMWT,North,Pelagic Trawl,Chinook_Salmon,TRUE,11,CDFW,2,279,256,98,102,116,188,279,370,442,456,460
FMWT,North,Pelagic Trawl,Chinook_Salmon,TRUE,12,CDFW,67,130,29,37,46,69,120,132,148,169,180,181
FMWT,North,Pelagic Trawl,Delta_Smelt,TRUE,9,CDFW,86,59,6,48,51,53,55,58,60,68,85,89
FMWT,North,Pelagic Trawl,Delta_Smelt,TRUE,10,CDFW,162,58,7,40,42,47,55,59,62,67,75,90
FMWT,North,Pelagic Trawl,Delta_Smelt,TRUE,11,CDFW,45,64,9,49,49,50,59,63,67,86,92,93
FMWT,North,Pelagic Trawl,Delta_Smelt,TRUE,12,CDFW,155,64,4,48,53,57,62,64,66,69,70,72
FMWT,North,Pelagic Trawl,Inland_Silverside,TRUE,9,CDFW,20,54,8,35,36,41,52,54,58,64,70,72
FMWT,North,Pelagic Trawl,Inland_Silverside,TRUE,10,CDFW,43,58,6,49,49,50,54,58,62,70,74,77
FMWT,North,Pelagic Trawl,Inland_Silverside,TRUE,11,CDFW,9,58,6,48,48,48,53,61,63,64,64,64
FMWT,North,Pelagic Trawl,Longfin_Smelt,TRUE,9,CDFW,3,82,29,53,54,56,68,82,96,107,109,110
FMWT,North,Pelagic Trawl,Longfin_Smelt,TRUE,11,CDFW,20,64,14,49,49,50,54,61,69,94,100,101
FMWT,North,Pelagic Trawl,Longfin_Smelt,TRUE,12,CDFW,51,94,26,53,54,58,66,104,119,128,132,132
FMWT,North,Pelagic Trawl,Northern_Anchovy,TRUE,10,CDFW,3,59,5,53,53,54,56,60,62,63,63,63
FMWT,North,Pelagic Trawl,Shimofuri_Goby,TRUE,9,CDFW,12,44,13,22,23,29,37,44,50,63,70,72
FMWT,North,Pelagic Trawl,Shimofuri_Goby,TRUE,10,CDFW,20,42,9,31,31,31,36,39,47,59,60,60
FMWT,North,Pelagic Trawl,Shimofuri_Goby,TRUE,11,CDFW,36,49,10,24,26,32,43,50,55,66,72,75
FMWT,North,Pelagic Trawl,Shimofuri_Goby,TRUE,12,CDFW,31,62,14,42,43,46,52,59,70,86,98,103
FMWT,North,Pelagic Trawl,Shokihaze_Goby,TRUE,12,CDFW,3,44,17,25,26,28,38,51,54,56,56,56
FMWT,North,Pelagic Trawl,Splittail,TRUE,9,CDFW,2,97,4,94,94,94,96,97,98,100,100,100
FMWT,North,Pelagic Trawl,Splittail,TRUE,12,CDFW,2,226,161,113,115,124,170,226,283,329,338,340
FMWT,North,Pelagic Trawl,Striped_Bass,TRUE,9,CDFW,73,137,86,46,52,58,80,102,180,318,359,378
FMWT,North,Pelagic Trawl,Striped_Bass,TRUE,10,CDFW,51,165,89,59,60,70,98,132,212,331,418,475
FMWT,North,Pelagic Trawl,Striped_Bass,TRUE,11,CDFW,34,181,119,80,81,85,96,128,223,437,508,536
FMWT,North,Pelagic Trawl,Striped_Bass,TRUE,12,CDFW,165,178,104,37,76,99,117,133,208,427,539,570
FMWT,North,Pelagic Trawl,Threadfin_Shad,TRUE,9,CDFW,4980,56,8,13,37,43,51,56,61,69,77,119
FMWT,North,Pelagic Trawl,Threadfin_Shad,TRUE,10,CDFW,4996,58,10,24,41,47,52,57,63,76,89,130
FMWT,North,Pelagic Trawl,Threadfin_Shad,TRUE,11,CDFW,4966,72,16,31,44,49,60,70,80,104,121,140
FMWT,North,Pelagic Trawl,Threadfin_Shad,TRUE,12,CDFW,4270,76,20,34,45,50,60,73,86,119,144,156
FMWT,North,Pelagic Trawl,White_Catfish,TRUE,9,CDFW,33,96,82,32,33,38,45,51,132,260,288,299
FMWT,North,Pelagic Trawl,White_Catfish,TRUE,10,CDFW,18,83,64,40,40,41,48,52,96,227,248,253
FMWT,North,Pelagic Trawl,White_Catfish,TRUE,11,CDFW,44,166,77,42,44,47,94,195,231,253,279,283
FMWT,North,Pelagic Trawl,White_Catfish,TRUE,12,CDFW,10,107,87,39,39,40,46,67,154,253,273,278
FMWT,North,Pelagic Trawl,White_Sturgeon,TRUE,12,CDFW,2,575,49,540,541,544,558,575,592,606,609,610
FMWT,South,Pelagic Trawl,American_Shad,TRUE,9,CDFW,1202,63,11,27,33,44,57,64,69,76,81,244
FMWT,South,Pelagic Trawl,American_Shad,TRUE,10,CDFW,702,72,11,37,45,51,68,72,79,86,105,126
FMWT,South,Pelagic Trawl,American_Shad,TRUE,11,CDFW,360,81,11,38,49,60,76,81,86,95,106,145
FMWT,South,Pelagic Trawl,American_Shad,TRUE,12,CDFW,231,86,13,42,55,65,79,86,95,106,112,119
FMWT,South,Pelagic Trawl,Chinook_Salmon,TRUE,12,CDFW,26,165,131,81,84,93,132,146,160,170,642,800
FMWT,South,Pelagic Trawl,Inland_Silverside,TRUE,9,CDFW,5,56,7,46,46,48,54,58,59,64,65,65
FMWT,South,Pelagic Trawl,Inland_Silverside,TRUE,10,CDFW,27,66,9,42,45,54,60,65,72,81,82,83
FMWT,South,Pelagic Trawl,Inland_Silverside,TRUE,11,CDFW,5,82,7,74,74,75,78,80,88,90,91,91
FMWT,South,Pelagic Trawl,Inland_Silverside,TRUE,12,CDFW,4,83,6,74,74,75,81,84,86,88,88,88
FMWT,South,Pelagic Trawl,Longfin_Smelt,TRUE,12,CDFW,3,103,27,72,73,76,94,117,118,120,120,120
FMWT,South,Pelagic Trawl,Shimofuri_Goby,TRUE,9,CDFW,3,56,10,50,50,50,50,51,60,66,68,68
FMWT,South,Pelagic Trawl,Shimofuri_Goby,TRUE,10,CDFW,2,46,15,36,36,37,41,46,52,56,57,57
FMWT,South,Pelagic Trawl,Steelhead,TRUE,11,CDFW,2,166,6,161,161,161,163,166,168,170,170,170
FMWT,South,Pelagic Trawl,Striped_Bass,TRUE,9,CDFW,35,175,79,75,79,89,115,136,222,316,378,403
FMWT,South,Pelagic Trawl,Striped_Bass,TRUE,10,CDFW,17,179,69,77,79,87,114,180,227,288,298,300
FMWT,South,Pelagic Trawl,Striped_Bass,TRUE,11,CDFW,15,138,67,83,83,85,98,115,131,276,287,290
FMWT,South,Pelagic Trawl,Striped_Bass,TRUE,12,CDFW,28,147,93,82,84,91,110,123,141,273,498,570
FMWT,South,Pelagic Trawl,Threadfin_Shad,TRUE,9,CDFW,1849,52,9,16,35,40,46,51,58,67,78,100
FMWT,South,Pelagic Trawl,Threadfin_Shad,TRUE,10,CDFW,1887,68,13,32,42,50,60,66,74,93,112,140
FMWT,South,Pelagic Trawl,Threadfin_Shad,TRUE,11,CDFW,1085,68,15,40,40,48,55,67,80,93,106,125
FMWT,South,Pelagic Trawl,Threadfin_Shad,TRUE,12,CDFW,2531,76,13,42,59,62,69,74,79,95,136,163
FMWT,South,Pelagic Trawl,White_Catfish,TRUE,9,CDFW,56,169,46,37,49,80,142,178,198,238,258,262
FMWT,South,Pelagic Trawl,White_Catfish,TRUE,10,CDFW,5,189,79,130,130,131,136,172,185,296,318,324
FMWT,South,Pelagic Trawl,White_Catfish,TRUE,11,CDFW,18,179,45,55,66,110,156,185,207,235,237,238
FMWT,South,Pelagic Trawl,White_Catfish,TRUE,12,CDFW,8,191,33,115,120,139,186,204,210,213,214,214
FMWT,NA,Pelagic Trawl,American_Shad,TRUE,9,CDFW,44,62,12,30,33,43,55,62,68,85,88,89
FMWT,NA,Pelagic Trawl,American_Shad,TRUE,10,CDFW,35,79,18,50,53,60,68,75,84,113,114,115
FMWT,NA,Pelagic Trawl,American_Shad,TRUE,11,CDFW,9,89,20,50,52,60,81,84,102,113,116,117
FMWT,NA,Pelagic Trawl,American_Shad,TRUE,12,CDFW,41,96,12,47,60,80,91,97,104,114,114,114
FMWT,NA,Pelagic Trawl,Inland_Silverside,TRUE,10,CDFW,5,82,8,71,71,73,79,82,89,91,91,91
FMWT,NA,Pelagic Trawl,Longfin_Smelt,TRUE,9,CDFW,167,49,6,38,39,42,45,48,52,61,67,70
