Site_Id,Date,Time,Water_Year,Latitude,Longitude,Region,Habitat,Tide,Temperature,Dissolved_Oxygen,Specific_Conductivity,Salinity,pH,Turbidity,Chlorophyll,Secchi,Fish_Net,Flowmeter_Change,K_Value,Flowmeter_Distance,Net_Mouth_Area,FishTowVolume,Adj_FishTowVolume,Start_Depth,End_Depth,American_Shad,Black_Bullhead,Black_Crappie,Bluegill_Sunfish,Brown_Bullhead,Chinook_Salmon,Common_Carp,Delta_Smelt,Goby_UNID,Golden_Shiner,Goldfish,Inland_Silverside,Jacksmelt,Largemouth_Bass,Longfin_Smelt,Minnow_UNID,Northern_Anchovy,Osmerid_UNID,Pacific_Herring,Pacific_Staghorn_Sculpin,Prickly_Sculpin,Rainwater_Killifish,Redear_Sunfish,Sacramento_Hitch,Sacramento_Pikeminnow,Sacramento_Splittail,Sacramento_Sucker,Shimofuri_Goby,Shokihaze_Goby,Starry_Flounder,Steelhead,Striped_Bass,Threadfin_Shad,Threespine_Stickleback,Tule_Perch,Wakasagi,Warmouth,Yellowfin_Goby
TPS0385.2019,2020-06-03,16:50,2019,38.204988,-121.922904,SuisunEast,Terminal,,16.15,6.06,2127,1.09,7,54.2,13.8,22,Mamou,16624,0.026873,446.736752,6.057,2705.884507,2705.884507,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,70,,,,,
TPS0364.2019,2020-06-03,15:56,2019,38.034417,-121.801136,SuisunEast,Terminal,,14,10.02,172.4,0.08,7.8,10.04,2.04,62,Otter,16716,0.026873,449.209068,6.541,2938.276514,2938.276514,4,7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
TPS0382.2019,2020-06-03,15:44,2019,38.213998,-121.90559,SuisunEast,Terminal,,17.08,5.89,2733,1.42,7.1,43.96,16.7,23,Mamou,3252,0.026873,87.390996,6.057,529.3272628,529.3272628,5,3,,,2,,,,1,,,,,10,,,,,,,,,1,,,,,170,,,,,,2,9,,1,,,
TPS0361.2019,2020-06-03,14:45,2019,38.033124,-121.809696,SuisunEast,Distributary,,13.7,9.44,170.5,0.08,7.8,11.47,2.03,42,Otter,15297,0.026873,411.076281,6.541,2688.849954,2688.849954,8,6,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,
TPS0379.2019,2020-06-03,14:32,2019,38.159324,-122.057866,SuisunWest,Distributary,,13.87,9.41,749,0.37,7.6,51.98,4,18,Mamou,16845,0.026873,452.675685,6.057,2741.856624,2741.856624,33,20,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
TPS0358.2019,2020-06-03,14:07,2019,38.042589,-121.817126,SuisunEast,Distributary,,13.1,9.4,181.7,0.09,7.8,10.91,2.16,47,Otter,2134,0.026873,57.346982,6.541,375.1066093,375.1066093,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0376.2019,2020-06-03,13:31,2019,38.205546,-122.040013,SuisunWest,Terminal,,14.74,7.69,1724,0.88,7.5,68.02,8.39,15,Mamou,19008,0.026873,510.801984,6.057,3093.927617,3093.927617,18,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
TPS0355.2019,2020-06-03,13:27,2019,38.05066,-121.857854,SuisunEast,Shoal,,12.66,9.56,169.2,0.08,7.8,23.98,3.11,28,Otter,22595,0.026873,607.195435,6.541,3971.66534,3971.66534,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0352.2019,2020-06-03,12:31,2019,38.070556,-122.023117,SuisunWest,Shoal,,12.55,9.56,180.3,0.09,7.9,28.96,3.13,29,Otter,,0.026873,,6.541,,3502.796063,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0373.2019,2020-06-03,12:20,2019,38.222833,-122.029152,SuisunWest,Terminal,,15.45,7.43,1637,0.83,7.6,53.3,11.84,17,Mamou,19488,0.026873,523.701024,6.057,3172.057102,3172.057102,5,4,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,,,,,
TPS0349.2019,2020-06-03,11:38,2019,38.082287,-122.010774,SuisunWest,Distributary,,12.16,8.81,356.8,0.17,7.6,24.36,2.53,34,Otter,12808,0.026873,344.189384,6.541,2251.342761,2251.342761,8,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0370.2019,2020-06-03,11:33,2019,38.222052,-122.023873,SuisunWest,Terminal,,15.23,7.11,1539,0.78,7.5,49.47,11.81,18,Mamou,,0.026873,,6.057,,2861.314941,9,16,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,
TPS0346.2019,2020-06-03,10:54,2019,38.086462,-122.01218,SuisunWest,Distributary,,12.28,9.41,214.6,0.1,7.5,37.57,3.3,23,Otter,,0.026873,,6.541,,3502.796063,10,5,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
TPS0343.2019,2020-06-03,10:15,2019,38.089112,-122.019892,SuisunWest,Distributary,,12.17,9.45,210.7,0.1,7.4,32.4,3.21,29,Otter,22179,0.026873,596.016267,6.541,3898.542402,3898.542402,4,6,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0367.2019,2020-06-03,9:56,2019,38.146841,-122.060218,SuisunWest,Distributary,,13.04,9.71,530,0.25,7.5,55.3,4.74,22,Mamou,15058,0.026873,404.653634,6.057,2450.987061,2450.987061,30,33,,,,,,2,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,9,,,,
TPS0340.2019,2020-06-03,9:26,2019,38.091189,-122.021753,SuisunWest,Shoal,,12.16,9.38,204,0.1,7.7,29.62,3.35,38,Otter,18146,0.026873,487.637458,6.541,3189.636613,3189.636613,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0310.2019,2020-01-03,18:30,2019,38.127209,-122.010176,SuisunWest,Shoal,,,,,,,,,,Mamou,16008,0.026873,430.182984,6.057,2605.618334,2605.618334,100,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0337.2019,2020-01-03,18:06,2019,38.079354,-121.911273,SuisunEast,Shoal,,12.75,9.97,226.3,0.11,8.1,72.82,3.43,15,Otter,15688,0.026873,421.583624,6.541,2757.578485,2757.578485,5,5,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
TPS0307.2019,2020-01-03,17:57,2019,38.130944,-122.018104,SuisunWest,Shoal,,,,,,,,,,Mamou,27553,0.026873,740.431769,6.057,4484.795225,4484.795225,100,,6,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0334.2019,2020-01-03,17:33,2019,38.073665,-121.911865,SuisunEast,Shoal,,12.66,10.32,212.3,0.1,8.1,137.22,3.95,10,Otter,15714,0.026873,422.282322,6.541,2762.148668,2762.148668,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
TPS0304.2019,2020-01-03,17:30,2019,38.128934,-122.015994,SuisunWest,Shoal,,12.85,10.6,465,0.23,7.8,70.09,3.15,15,Mamou,,0.026873,,6.057,,3433.57793,4,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0331.2019,2020-01-03,16:58,2019,38.056919,-121.92753,SuisunEast,Shoal,,12.35,10.46,207.1,0.1,8.3,167.04,4.47,10,Otter,22822,0.026873,613.295606,6.541,4011.566559,4011.566559,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,
TPS0301.2019,2020-01-03,16:42,2019,38.092458,-122.026261,SuisunWest,Shoal,,12.1,9.95,183,0.09,7.6,60.02,3.06,18,Mamou,21379,0.026873,574.517867,6.057,3479.85472,3479.85472,7,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0298.2019,2020-01-03,16:02,2019,38.068621,-122.023541,SuisunWest,Shoal,,11.95,10.1,162,0.08,7.6,48.26,2.83,22,Mamou,19462,0.026873,523.002326,6.057,3167.825089,3167.825089,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0328.2019,2020-01-03,15:11,2019,38.208286,-122.306789,NapaRiverSanPabloBay,Distributary,,12.39,9.64,348,0.17,8.2,11.48,2.03,44,Otter,22897,0.026873,615.311081,6.541,4024.749781,4024.749781,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0295.2019,2020-01-03,14:58,2019,38.081429,-122.250454,NapaRiverSanPabloBay,Distributary,,11.58,10.2,1300,0.65,7.8,87.16,5.89,11,Mamou,34282,0.026873,921.260186,6.057,5580.072947,5580.072947,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0325.2019,2020-01-03,14:52,2019,38.208169,-122.306358,NapaRiverSanPabloBay,Distributary,,12.39,9.64,348,0.18,8.2,11.48,2.03,44,Otter,23515,0.026873,631.918595,6.541,4133.37953,4133.37953,100,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0322.2019,2020-01-03,14:16,2019,38.212983,-122.308804,NapaRiverSanPabloBay,Distributary,,12.39,9.64,348,0.17,8.2,11.48,2.03,44,Otter,15739,0.026873,422.954147,6.541,2766.543076,2766.543076,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0292.2019,2020-01-03,14:09,2019,38.172523,-122.294485,NapaRiverSanPabloBay,Distributary,,12.39,10.24,861,0.43,7.8,75.43,4.92,27,Mamou,20725,0.026873,556.942925,6.057,3373.403297,3373.403297,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0289.2019,2020-01-03,13:11,2019,38.067853,-122.303097,NapaRiverSanPabloBay,Shoal,,11.87,10.58,5902,3.22,7.9,299.61,6.62,6,Mamou,29638,0.026873,796.461974,6.057,4824.170177,4824.170177,5,5,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,6,,,,,,1
TPS0319.2019,2020-01-03,13:03,2019,38.036459,-122.278315,NapaRiverSanPabloBay,Shoal,,11.98,9.68,6733,3.71,7.6,37.58,2.41,28,Otter,22844,0.026873,613.886812,6.541,4015.433637,4015.433637,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0316.2019,2020-01-03,12:27,2019,38.010852,-122.335668,NapaRiverSanPabloBay,Shoal,,11.52,10.24,5355,2.91,7.6,129.18,3.72,10,Otter,21935,0.026873,589.459255,6.541,3855.652987,3855.652987,5,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,
TPS0286.2019,2020-01-03,11:53,2019,38.069715,-122.30614,NapaRiverSanPabloBay,Shoal,,11.53,10.69,6575,3.61,7.9,161.47,4.6,9,Mamou,24923,0.026873,669.755779,6.057,4056.710753,4056.710753,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
TPS0313.2019,2020-01-03,11:49,2019,38.014334,-122.357428,NapaRiverSanPabloBay,Shoal,,11.24,10.2,3435,1.8,7.8,119.77,3.54,10,Otter,26348,0.026873,708.049804,6.541,4631.353768,4631.353768,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0280.2019,2020-01-03,10:59,2019,38.041518,-122.382216,NapaRiverSanPabloBay,Shoal,,,,,,,,,,Kodiak,5849,0.026873,157.180177,16.723,2628.5241,2628.5241,100,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,
TPS0283.2019,2020-01-03,10:27,2019,38.0498,-122.38287,NapaRiverSanPabloBay,Shoal,,,,,,,,,,Mamou,14369,0.026873,386.138137,6.057,2338.838696,2338.838696,100,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
TPS0277.2019,2020-01-03,9:32,2019,38.066167,-122.392441,NapaRiverSanPabloBay,Shoal,,10.55,10.8,7122,3.93,7.8,94.06,2.5,12,Mamou,16518,0.026873,443.888214,6.057,2688.630912,2688.630912,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0271.2019,2019-07-03,17:02,2019,38.044118,-121.960304,SuisunEast,Terminal,,12.18,9.63,237.1,0.11,7.3,51.5,2.6,25,Otter,17108,0.026873,459.743284,6.541,3007.180821,3007.180821,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0268.2019,2019-07-03,16:20,2019,38.060335,-121.9196,SuisunEast,Shoal,,12.39,10.35,183.6,0.09,7.5,,3.45,15,Otter,27704,0.026873,744.489592,6.541,4869.706421,4869.706421,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
TPS0265.2019,2019-07-03,15:02,2019,38.074127,-121.910904,SuisunEast,Shoal,,11.96,9.99,178.7,0.09,7.5,91.49,2.83,16,Otter,41841,0.026873,1124.393193,6.541,7354.655875,7354.655875,9,8,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0262.2019,2019-07-03,14:34,2019,38.061834,-121.919248,SuisunEast,Shoal,,12.1,10.09,183.2,0.09,7.7,,2.98,14,Otter,24937,0.026873,670.132001,6.541,4383.333419,4383.333419,5,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
TPS0259.2019,2019-07-03,13:54,2019,38.069443,-121.911741,SuisunEast,Distributary,,11.85,9.91,180.1,0.09,7.4,93.71,2.92,12,Otter,20468,0.026873,550.036564,6.541,3597.789165,3597.789165,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0238.2019,2019-07-03,13:32,2019,38.132301,-122.0873,SuisunWest,Terminal,,13.1,7.88,702,0.34,7.7,,5.94,11,Mamou,15991,0.026873,429.726143,6.057,2602.851248,2602.851248,11,14,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,
TPS0235.2019,2019-07-03,12:10,2019,38.195351,-122.030838,SuisunWest,Terminal,,12.85,6.46,1290,0.65,7.5,38.44,8.6,21,Mamou,12609,0.026873,338.841657,6.057,2052.363916,2052.363916,5,5,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,,,
TPS0256.2019,2019-07-03,12:01,2019,38.074091,-121.911362,SuisunEast,Shoal,,11.71,9.88,201,0.1,7.5,88.32,2.61,17,Otter,27841,0.026873,748.171193,6.541,4893.787773,4893.787773,7,7,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0253.2019,2019-07-03,11:14,2019,38.077122,-121.959784,SuisunEast,Distributary,,11.73,9.82,209.6,0.1,7.4,86.86,2.85,20,Otter,,0.026873,,6.541,,3502.796063,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
TPS0232.2019,2019-07-03,11:10,2019,38.21073,-122.038838,SuisunWest,Terminal,,14.11,6.38,1252,0.63,7.3,23.65,5.61,38,Mamou,17355,0.026873,466.380915,6.057,2824.869202,2824.869202,8,12,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,500,,,,,
TPS0250.2019,2019-07-03,10:45,2019,38.077351,-121.959863,SuisunEast,Distributary,,11.73,9.82,209.6,0.1,7.4,86.86,2.85,20,Otter,28567,0.026873,767.680991,6.541,5021.401362,5021.401362,6,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0229.2019,2019-07-03,9:55,2019,38.163789,-122.062126,SuisunWest,Distributary,,12.54,8.5,950,0.47,7.5,,5.5,12,Mamou,18200,0.026873,489.0886,6.057,2962.40965,2962.40965,5,4,210,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,1,,,,,
TPS0247.2019,2019-07-03,9:51,2019,38.052473,-121.932057,SuisunEast,Shoal,,11.44,9.6,189.7,0.09,7.3,96.82,2.95,19,Otter,13819,0.026873,371.357987,6.541,2429.052593,2429.052593,16,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
TPS0244.2019,2019-07-03,9:06,2019,38.04093,-121.918456,SuisunEast,Distributary,,11.47,9.7,177.3,0.08,7.2,53.63,2.4,23,Otter,24566,0.026873,660.162118,6.541,4318.120414,4318.120414,13,10,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
TPS0226.2019,2019-07-03,8:55,2019,38.127562,-122.060913,SuisunWest,Distributary,,12.12,8.83,693,0.34,7.5,,4.59,12,Mamou,19684,0.026873,528.968132,6.057,3203.959976,3203.959976,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0241.2019,2019-07-03,8:30,2019,38.040878,-121.91853,SuisunEast,Distributary,,11.47,9.7,177.3,0.08,7.2,53.63,2.4,23,Otter,13651,0.026873,366.843323,6.541,2399.522176,2399.522176,12,11,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
TPS0223.2019,2019-05-03,16:53,2019,38.034637,-121.801277,SuisunEast,Terminal,,11.34,8.89,134.3,0.06,7.6,68.44,3.17,20,Otter,,0.026873,,6.541,,2101.677638,4,6,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,
TPS0193.2019,2019-05-03,16:17,2019,38.122748,-122.067162,SuisunWest,Shoal,,,,,,,,,18,Mamou,19347,0.026873,519.911931,6.057,3149.106566,3149.106566,4,4,,,,,,,,,,,,1,,,,,,,,,,,,,,50,,,,7,,7,,,1,,,2
TPS0220.2019,2019-05-03,16:14,2019,38.034577,-121.801002,SuisunEast,Terminal,,11.34,8.89,134.3,0.06,7.6,68.44,3.17,20,Otter,27615,0.026873,742.097895,6.541,4854.062331,4854.062331,8,10,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,
TPS0190.2019,2019-05-03,15:34,2019,38.127046,-122.061699,SuisunWest,Shoal,,,,,,,,,14,Mamou,15,0.026873,0.403095,6.057,,3147.446436,6,6,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,1,,,,2,,1,1,,,
TPS0217.2019,2019-05-03,15:15,2019,38.03511,-121.814403,SuisunEast,Distributary,,11.37,7.3,163.3,0.08,7.3,47.86,3.26,29,Otter,13701,0.026873,368.186973,6.541,2408.31099,2408.31099,3,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0187.2019,2019-05-03,14:53,2019,38.162062,-122.061818,SuisunWest,Distributary,,,,,,,,,15,Mamou,15915,0.026873,427.683795,6.057,2590.480746,2590.480746,16,8,1,,,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,
TPS0214.2019,2019-05-03,14:31,2019,38.03521,-121.814299,SuisunEast,Distributary,,11.37,7.3,163.3,0.08,7.3,47.86,3.26,29,Otter,21217,0.026873,570.164441,6.541,3729.445609,3729.445609,8,7,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,
TPS0184.2019,2019-05-03,14:18,2019,38.18747,-121.981415,SuisunWest,Distributary,,,,,,,,,17,Mamou,15612,0.026873,419.541276,6.057,2541.161509,2541.161509,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0211.2019,2019-05-03,13:48,2019,38.03727,-121.824673,SuisunEast,Distributary,,11.28,8.61,171.1,0.08,7.5,31.04,2.93,33,Otter,24108,0.026873,647.854284,6.541,4237.614872,4237.614872,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0181.2019,2019-05-03,13:28,2019,38.208048,-121.90868,SuisunEast,Terminal,,,,,,,,,29,Mamou,15379,0.026873,413.279867,6.057,2503.236154,2503.236154,9,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,8,,,,,
TPS0208.2019,2019-05-03,13:13,2019,38.03758,-121.82524,SuisunEast,Distributary,,11.15,8.88,160,0.08,7.7,35.32,2.65,22,Otter,,0.026873,,6.541,,3502.796063,8,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0178.2019,2019-05-03,12:50,2019,38.205754,-121.922997,SuisunEast,Terminal,,,,,,,,,18,Mamou,16931,0.026873,454.986763,6.057,2755.854823,2755.854823,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,
TPS0205.2019,2019-05-03,11:55,2019,38.042937,-121.815464,SuisunEast,Terminal,,10.78,5.71,258.4,0.12,7.5,24.02,2.94,37,Otter,,0.026873,,6.541,,2451.957244,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0175.2019,2019-05-03,11:23,2019,38.179031,-121.918855,SuisunEast,Terminal,,,,,,,,,10,Mamou,19911,0.026873,535.068303,6.057,3240.908711,3240.908711,8,5,,,,,,3,,,,,,,,,,,,,,,,,,,1,3,,,,,,,1,1,,,,
TPS0202.2019,2019-05-03,10:37,2019,38.046044,-121.815166,SuisunEast,Terminal,,10.78,5.71,258.4,0.12,7.5,24.02,2.94,37,Otter,19614,0.026873,527.087022,6.541,3447.676211,3447.676211,7,8,,,,,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2,,5,,,
TPS0172.2019,2019-05-03,10:35,2019,38.178989,-121.962976,SuisunEast,Distributary,,,,,,,,,17,Mamou,18451,0.026873,495.833723,6.057,3003.26486,3003.26486,34,26,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0169.2019,2019-05-03,9:59,2019,38.169083,-121.933376,SuisunEast,Distributary,,,,,,,,,15,Mamou,25386,0.026873,682.197978,6.057,4132.073153,4132.073153,16,19,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,
TPS0199.2019,2019-05-03,9:13,2019,38.038442,-121.86578,SuisunEast,Terminal,,11.09,7.57,609,0.3,7.4,9.19,3.72,62,Otter,10155,0.026873,272.895315,6.541,1785.008255,1785.008255,11,10,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0166.2019,2019-05-03,9:10,2019,38.168829,-121.933494,SuisunEast,Distributary,,,,,,,,,18,Mamou,24506,0.026873,658.549738,6.057,3988.835763,3988.835763,12,40,,,,4,,1,,,,,,,,,,,,,,,,,,,,10,,,,,,,4,,,,,
TPS0196.2019,2019-05-03,8:27,2019,38.05113,-121.860234,SuisunEast,Shoal,,10.91,9.41,167.6,0.08,8.6,38.01,2.67,32,Otter,21840,0.026873,586.90632,6.541,3838.954239,3838.954239,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0157.2019,2021-04-02,15:55,2019,38.086064,-122.002956,SuisunWest,Distributary,,9.89,10.63,207,0.1,7.3,42.74,3.55,,Mamou,15778,0.026873,424.002194,6.057,2568.181289,2568.181289,44,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0151.2019,2021-04-02,15:17,2019,38.086173,-122.017335,SuisunWest,Distributary,,11.27,7.24,551,0.27,7,38.84,1.77,,Mamou,11259,0.026873,302.563107,6.057,1832.624739,1832.624739,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0145.2019,2021-04-02,14:27,2019,38.131391,-122.00243,SuisunWest,Shoal,,11.77,11.09,431.6,0.21,7.7,97.78,3.62,,Mamou,12064,0.026873,324.195872,6.057,1963.654397,1963.654397,4,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,2,,,,,,
TPS0139.2019,2021-04-02,13:51,2019,38.135079,-122.019321,SuisunWest,Shoal,,11.6,10.83,631,0.31,7.6,85.99,3.77,,Mamou,3,0.026873,0.080619,6.057,,3433.57793,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0133.2019,2021-04-02,12:31,2019,38.146614,-122.290023,NapaRiverSanPabloBay,Distributary,,12.31,9.66,430.3,0.21,7.3,23.18,4.57,,Mamou,22040,0.026873,592.28092,6.057,3587.445532,3587.445532,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0130.2019,2021-04-02,11:57,2019,38.174675,-122.298027,NapaRiverSanPabloBay,Distributary,,12.62,9.69,401,0.2,7.4,18.91,4.04,,Mamou,21822,0.026873,586.422606,6.057,3551.961725,3551.961725,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
TPS0124.2019,2021-04-02,10:56,2019,38.107438,-122.339167,NapaRiverSanPabloBay,Shoal,,12.03,10.28,5618,3.07,7.6,57.86,4.16,,Mamou,24424,0.026873,656.346152,6.057,3975.488643,3975.488643,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0121.2019,2021-04-02,10:13,2019,38.154145,-122.406053,NapaRiverSanPabloBay,Terminal,,12.09,9.26,323.7,0.16,7,,3.64,,Mamou,6,0.026873,0.161238,6.057,,3147.446436,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0118.2019,2021-04-02,9:12,2019,38.097796,-122.441102,NapaRiverSanPabloBay,Shoal,,11.16,10.46,7940,4.44,7.6,39.98,4.8,0,Mamou,21857,0.026873,587.363161,6.057,3557.658666,3557.658666,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0115.2019,2020-07-02,17:38,2019,38.037244,-121.883337,SuisunEast,Distributary,,9.39,9.17,239,0.11,7.7,26.67,2.81,,Mamou,,0.026873,,6.057,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0163.2019,2020-07-02,16:12,2019,38.035219,-121.801879,SuisunEast,Terminal,,9.81,9.14,202.9,0.1,7.5,70.2,3.86,21,Otter,,0.026873,,6.541,,3502.796063,9,8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,
TPS0112.2019,2020-07-02,16:04,2019,38.036647,-121.783748,SuisunEast,Distributary,,9.06,9.94,154,0.07,7.9,61.41,3.48,,Mamou,17828,0.026873,479.091844,6.057,2901.859299,2901.859299,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0160.2019,2020-07-02,15:20,2019,38.042628,-121.817171,SuisunEast,Distributary,,9.85,9.41,213.6,0.1,7.4,35.19,2.6,22,Otter,22598,0.026873,607.276054,6.541,3972.192669,3972.192669,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,
TPS0109.2019,2020-07-02,15:08,2019,38.039985,-121.843753,SuisunEast,Shoal,,9.26,9.95,183,0.09,7.9,51.53,3.33,,Mamou,17099,0.026873,459.501427,6.057,2783.200143,2783.200143,13,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0106.2019,2020-07-02,14:21,2019,38.058859,-121.905664,SuisunEast,Distributary,,9.41,9.9,206,0.1,8,92.32,3.81,,Mamou,16863,0.026873,453.159399,6.057,2744.78648,2744.78648,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
TPS0154.2019,2020-07-02,14:02,2019,38.077533,-121.956864,SuisunEast,Distributary,,9.46,9.59,217.4,0.1,7.7,94.47,3.4,15,Otter,22676,0.026873,609.372148,6.541,3985.90322,3985.90322,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,
