SurveySeason,StationCode,Year,SampleDate,TowNumber,Salinity_ppt,Temperature_c,Turbidity_ntu,Secchi_cm,Volume_m3,Delta_Smelt,Longfin_Smelt
20mm,902,2006,2006-05-15T07:00:00Z,1,0.017,20.89999962,NA,95,804.4634098,0,0
20mm,902,2006,2006-05-15T07:00:00Z,2,0.017,20.89999962,NA,95,856.72817,0,0
20mm,902,2006,2006-05-15T07:00:00Z,3,0.017,20.89999962,NA,95,824.5496336,0,0
20mm,902,2006,2006-05-30T07:00:00Z,1,0.017,18.79999924,NA,72,911.7928281,0,0
20mm,902,2006,2006-05-30T07:00:00Z,2,0.017,18.79999924,NA,72,411.5444087,0,0
20mm,902,2006,2006-05-30T07:00:00Z,3,0.017,18.79999924,NA,72,452.2443734,0,0
20mm,902,2006,2006-06-12T07:00:00Z,1,0.018,22,NA,89,872.8783055,0,0
20mm,902,2006,2006-06-12T07:00:00Z,2,0.018,22,NA,89,876.3680333,0,0
20mm,902,2006,2006-06-12T07:00:00Z,3,0.018,22,NA,89,710.5248073,0,0
20mm,902,2006,2006-06-26T07:00:00Z,1,0.019,24,NA,87,864.6003466,0,0
20mm,902,2006,2006-06-26T07:00:00Z,2,0.019,24,NA,87,871.1740199,0,0
20mm,902,2006,2006-06-26T07:00:00Z,3,0.019,24,NA,87,859.8932719,0,0
20mm,902,2006,2006-07-10T07:00:00Z,1,0.018,24.60000038,NA,95,906.9234405,0,0
20mm,902,2006,2006-07-10T07:00:00Z,2,0.018,24.60000038,NA,95,911.1029982,0,0
20mm,902,2006,2006-07-10T07:00:00Z,3,0.018,24.60000038,NA,95,907.6944269,0,0
20mm,902,2007,2007-03-13T07:00:00Z,3,0.074,15.30000019,NA,155,875.5158905,0,0
20mm,902,2007,2007-03-26T07:00:00Z,2,0.064,16.39999962,NA,86,958.0114321,0,0
20mm,902,2007,2007-03-26T07:00:00Z,3,0.064,16.39999962,NA,86,964.5039489,0,0
20mm,902,2007,2007-04-09T07:00:00Z,1,0.209,16.79999924,NA,84,1023.261226,0,0
20mm,902,2007,2007-04-09T07:00:00Z,2,0.209,16.79999924,NA,84,986.6596625,0,0
20mm,902,2007,2007-04-09T07:00:00Z,3,0.209,16.79999924,NA,84,1031.173981,0,0
20mm,902,2007,2007-04-23T07:00:00Z,1,0.093,15.30000019,NA,84,936.4238137,0,0
20mm,902,2007,2007-04-23T07:00:00Z,2,0.093,15.30000019,NA,84,81.92744637,0,1
20mm,902,2007,2007-04-23T07:00:00Z,3,0.093,15.30000019,NA,84,945.7568066,0,0
20mm,902,2007,2007-05-07T07:00:00Z,1,0.103,18,NA,49,1025.858233,0,0
20mm,902,2007,2007-05-07T07:00:00Z,2,0.103,18,NA,49,919.015753,0,0
20mm,902,2007,2007-05-07T07:00:00Z,3,0.103,18,NA,49,1019.73092,0,0
20mm,902,2007,2007-05-22T07:00:00Z,1,0.109,18.89999962,NA,60,906.8828623,0,0
20mm,902,2007,2007-05-22T07:00:00Z,2,0.109,18.89999962,NA,60,842.8098371,0,0
20mm,902,2007,2007-05-22T07:00:00Z,3,0.109,18.89999962,NA,60,810.6313007,0,0
20mm,902,2007,2007-06-04T07:00:00Z,1,0.1,20.39999962,NA,80,864.0728296,0,0
20mm,902,2007,2007-06-04T07:00:00Z,2,0.1,20.39999962,NA,80,877.7071149,0,0
20mm,902,2007,2007-06-04T07:00:00Z,3,0.1,20.39999962,NA,80,764.6561661,0,0
20mm,902,2007,2007-06-18T07:00:00Z,1,0.096,23.89999962,NA,84,935.2064668,0,0
20mm,902,2007,2007-06-18T07:00:00Z,2,0.096,23.89999962,NA,84,970.6312616,0,0
20mm,902,2007,2007-06-18T07:00:00Z,3,0.096,23.89999962,NA,84,870.4030335,0,0
20mm,902,2007,2007-07-02T07:00:00Z,1,0.116,22.20000076,NA,79,878.3969448,0,0
20mm,902,2007,2007-07-02T07:00:00Z,2,0.116,22.20000076,NA,79,753.6594658,0,0
20mm,902,2008,2008-03-03T08:00:00Z,1,0.112,11.5,NA,38,947.2987794,0,0
20mm,902,2008,2008-03-17T07:00:00Z,1,0.115,12.60000038,NA,52,952.533371,0,0
20mm,902,2008,2008-03-17T07:00:00Z,2,0.115,12.60000038,NA,52,946.0408542,0,0
20mm,902,2008,2008-03-17T07:00:00Z,3,0.115,12.60000038,NA,52,1002.850376,0,0
20mm,902,2008,2008-04-01T07:00:00Z,1,0.143,14.89999962,NA,92,890.1240533,0,0
20mm,902,2008,2008-04-01T07:00:00Z,2,0.143,14.89999962,NA,92,895.2774885,0,1
20mm,902,2008,2008-04-01T07:00:00Z,3,0.143,14.89999962,NA,92,903.6366039,0,0
20mm,902,2008,2008-04-14T07:00:00Z,2,0.128,17.39999962,NA,85,939.6700721,0,0
20mm,902,2008,2008-04-14T07:00:00Z,3,0.128,17.39999962,NA,85,911.3464676,0,0
20mm,902,2008,2008-04-28T07:00:00Z,1,0.123,18.20000076,NA,112,937.3976912,0,0
20mm,902,2008,2008-04-28T07:00:00Z,2,0.123,18.20000076,NA,112,927.4154467,0,0
20mm,902,2008,2008-04-28T07:00:00Z,3,0.123,18.20000076,NA,112,965.0720441,2,0
20mm,902,2008,2008-05-12T07:00:00Z,1,0.127,19,NA,62,991.5290501,0,0
20mm,902,2008,2008-05-12T07:00:00Z,2,0.127,19,NA,62,949.8552078,1,0
20mm,902,2008,2008-05-12T07:00:00Z,3,0.127,19,NA,62,965.0720441,0,0
20mm,902,2008,2008-05-27T07:00:00Z,1,0.133,17.89999962,NA,42,886.7966384,0,0
20mm,902,2008,2008-05-27T07:00:00Z,2,0.133,17.89999962,NA,42,941.1714666,1,0
20mm,902,2008,2008-05-27T07:00:00Z,3,0.133,17.89999962,NA,42,915.4448688,0,0
20mm,902,2008,2008-06-09T07:00:00Z,1,0.168,20.29999924,NA,47,940.3193238,0,0
20mm,902,2008,2008-06-09T07:00:00Z,2,0.168,20.29999924,NA,47,935.0441539,0,0
20mm,902,2008,2008-06-09T07:00:00Z,3,0.168,20.29999924,NA,47,958.0925885,0,0
20mm,902,2008,2008-06-23T07:00:00Z,1,0.22,22.70000076,NA,59,926.8473514,0,0
20mm,902,2008,2008-06-23T07:00:00Z,2,0.22,22.70000076,NA,59,914.3492566,0,0
20mm,902,2008,2008-06-23T07:00:00Z,3,0.22,22.70000076,NA,59,908.0596309,0,0
20mm,902,2008,2008-07-07T07:00:00Z,1,0.147,23.10000038,NA,70,984.9553768,0,0
20mm,902,2008,2008-07-07T07:00:00Z,2,0.147,23.10000038,NA,70,954.8057519,0,0
20mm,902,2008,2008-07-07T07:00:00Z,3,0.147,23.10000038,NA,70,923.1547325,0,0
20mm,902,2009,2009-03-09T07:00:00Z,1,0.173,12.19999981,NA,79,884.5242575,0,0
20mm,902,2009,2009-03-09T07:00:00Z,2,0.173,12.19999981,NA,79,898.1179646,0,0
20mm,902,2009,2009-03-09T07:00:00Z,3,0.173,12.19999981,NA,79,960.1620783,0,0
20mm,902,2009,2009-03-23T07:00:00Z,1,0.092,13.19999981,NA,75,842.8504153,0,0
20mm,902,2009,2009-03-23T07:00:00Z,2,0.092,13.19999981,NA,75,987.63354,0,0
20mm,902,2009,2009-03-23T07:00:00Z,3,0.092,13.19999981,NA,75,954.8869084,0,0
20mm,902,2009,2009-04-06T07:00:00Z,1,0.056,14.60000038,NA,120,1019.893233,0,0
20mm,902,2009,2009-04-06T07:00:00Z,3,0.056,14.60000038,NA,120,1009.221158,0,1
20mm,902,2009,2009-04-20T07:00:00Z,1,0.088,18.20000076,NA,200,887.1618425,0,0
20mm,902,2009,2009-04-20T07:00:00Z,2,0.088,18.20000076,NA,200,948.6378609,0,2
20mm,902,2009,2009-04-20T07:00:00Z,3,0.088,18.20000076,NA,200,966.1676563,0,1
20mm,902,2009,2009-05-04T07:00:00Z,1,0.11,17.29999924,NA,120,975.6223839,0,0
20mm,902,2009,2009-05-04T07:00:00Z,2,0.11,17.29999924,NA,120,962.9213979,0,0
20mm,902,2009,2009-05-04T07:00:00Z,3,0.11,17.29999924,NA,120,1017.296226,0,0
20mm,902,2009,2009-05-18T07:00:00Z,1,0.117,22,NA,48,888.3791894,0,0
20mm,902,2009,2009-05-18T07:00:00Z,2,0.117,22,NA,48,909.3581343,0,0
20mm,902,2009,2009-05-18T07:00:00Z,3,0.117,22,NA,48,942.9163305,0,0
20mm,902,2009,2009-06-01T07:00:00Z,1,0.125,21.29999924,NA,93,878.3563666,0,0
20mm,902,2009,2009-06-01T07:00:00Z,2,0.125,21.29999924,NA,93,916.540481,0,0
20mm,902,2009,2009-06-01T07:00:00Z,3,0.125,21.29999924,NA,93,905.0974202,0,0
20mm,902,2009,2009-06-16T07:00:00Z,1,0.074,21.10000038,NA,121,898.0368081,0,0
20mm,902,2009,2009-06-16T07:00:00Z,2,0.074,21.10000038,NA,121,867.319088,0,0
20mm,902,2009,2009-06-16T07:00:00Z,3,0.074,21.10000038,NA,121,918.8534401,0,0
20mm,902,2009,2009-06-29T07:00:00Z,1,0.197,24.79999924,NA,160,948.8813303,0,0
20mm,902,2009,2009-06-29T07:00:00Z,2,0.197,24.79999924,NA,160,975.5412274,0,0
20mm,902,2009,2009-06-29T07:00:00Z,3,0.197,24.79999924,NA,160,963.5300714,0,0
20mm,902,2010,2010-03-15T07:00:00Z,1,NA,NA,NA,123,865.8176935,0,0
20mm,902,2010,2010-03-15T07:00:00Z,2,NA,NA,NA,123,864.2757208,0,0
20mm,902,2010,2010-03-15T07:00:00Z,3,NA,NA,NA,123,871.9855845,0,0
20mm,902,2010,2010-03-29T07:00:00Z,1,0.098,15.5,NA,162,921.2881339,0,0
20mm,902,2010,2010-03-29T07:00:00Z,2,0.098,15.5,NA,162,934.1514328,0,1
20mm,902,2010,2010-03-29T07:00:00Z,3,0.098,15.5,NA,162,930.3370792,0,0
20mm,902,2010,2010-04-12T07:00:00Z,1,0.113,13.80000019,NA,199,973.9992547,0,0
20mm,902,2010,2010-04-12T07:00:00Z,2,0.113,13.80000019,NA,199,957.9708538,0,0
20mm,902,2010,2010-04-12T07:00:00Z,3,0.113,13.80000019,NA,199,982.5612612,0,0
20mm,902,2010,2010-04-26T07:00:00Z,1,0.16,17.60000038,NA,100,911.3464676,0,0
20mm,902,2010,2010-04-26T07:00:00Z,2,0.16,17.60000038,NA,100,884.077897,0,0
20mm,902,2010,2010-04-26T07:00:00Z,3,0.16,17.60000038,NA,100,884.6459922,0,0
20mm,902,2010,2010-05-10T07:00:00Z,2,0.163,17.29999924,NA,185,899.9845632,0,0
20mm,902,2010,2010-05-24T07:00:00Z,1,0.121,16.5,NA,62,910.1696989,0,0
20mm,902,2010,2010-05-24T07:00:00Z,2,0.121,16.5,NA,62,312.1683234,0,0
20mm,902,2010,2010-05-24T07:00:00Z,3,0.121,16.5,NA,62,329.8198534,0,0
20mm,902,2010,2010-06-07T07:00:00Z,1,0.052,21.89999962,NA,124,934.1920111,0,0
20mm,902,2010,2010-06-07T07:00:00Z,2,0.052,21.89999962,NA,124,968.0748331,0,0
20mm,902,2010,2010-06-07T07:00:00Z,3,0.052,21.89999962,NA,124,927.658916,0,0
20mm,902,2010,2010-06-21T07:00:00Z,1,NA,17.5,NA,175,990.8392201,0,0
20mm,902,2010,2010-06-21T07:00:00Z,2,NA,17.5,NA,175,954.0347655,0,0
20mm,902,2010,2010-06-21T07:00:00Z,3,NA,17.5,NA,175,960.4055476,0,0
20mm,902,2010,2010-07-06T07:00:00Z,2,0.019,22.10000038,NA,164,957.3621804,0,0
20mm,902,2010,2010-07-06T07:00:00Z,3,0.019,22.10000038,NA,164,976.0281662,0,0
20mm,902,2011,2011-03-14T07:00:00Z,1,0.078,13.5,4.800000191,150,892.8427947,0,0
20mm,902,2011,2011-03-14T07:00:00Z,2,0.078,13.5,4.800000191,150,904.5699032,0,0
20mm,902,2011,2011-03-14T07:00:00Z,3,0.078,13.5,4.800000191,150,868.374122,0,0
20mm,902,2011,2011-03-28T07:00:00Z,1,0.104,11.60000038,10.60000038,102,922.8706849,0,0
20mm,902,2011,2011-03-28T07:00:00Z,2,0.104,11.60000038,10.60000038,102,931.5138479,0,0
20mm,902,2011,2011-03-28T07:00:00Z,3,0.104,11.60000038,10.60000038,102,916.2158552,0,0
20mm,902,2011,2011-04-11T07:00:00Z,1,0.044,15,4.599999905,129,872.0261627,0,0
20mm,902,2011,2011-04-11T07:00:00Z,2,0.044,15,4.599999905,129,901.6888488,0,0
20mm,902,2011,2011-04-11T07:00:00Z,3,0.044,15,4.599999905,129,885.4981351,0,0
20mm,902,2011,2011-04-25T07:00:00Z,1,0.034,17.29999924,4.599999905,171,928.0646983,0,0
20mm,902,2011,2011-04-25T07:00:00Z,2,0.034,17.29999924,4.599999905,171,906.5582364,0,0
20mm,902,2011,2011-04-25T07:00:00Z,3,0.034,17.29999924,4.599999905,171,904.2858556,0,0
20mm,902,2011,2011-05-09T07:00:00Z,1,0.033,18.39999962,4.5,140,903.1090869,0,0
20mm,902,2011,2011-05-09T07:00:00Z,2,0.033,18.39999962,4.5,140,881.7243597,0,0
20mm,902,2011,2011-05-09T07:00:00Z,3,0.033,18.39999962,4.5,140,926.3198344,0,0
20mm,902,2011,2011-05-23T07:00:00Z,1,0.048,18.29999924,3.5,160,997.5752063,0,0
20mm,902,2011,2011-05-23T07:00:00Z,2,0.048,18.29999924,3.5,160,981.5062272,0,0
20mm,902,2011,2011-05-23T07:00:00Z,3,0.048,18.29999924,3.5,160,1009.748675,0,0
20mm,902,2011,2011-06-06T07:00:00Z,1,0.044,17.39999962,4,161,946.2031671,0,0
20mm,902,2011,2011-06-06T07:00:00Z,2,0.044,17.39999962,4,161,1029.632008,0,0
20mm,902,2011,2011-06-06T07:00:00Z,3,0.044,17.39999962,4,161,974.2427241,0,0
20mm,902,2011,2011-06-20T07:00:00Z,1,0.017,21.89999962,3.599999905,131,958.7824184,0,0
20mm,902,2011,2011-06-20T07:00:00Z,2,0.017,21.89999962,3.599999905,131,970.347214,0,0
20mm,902,2011,2011-06-20T07:00:00Z,3,0.017,21.89999962,3.599999905,131,960.1620783,0,0
20mm,902,2011,2011-07-05T07:00:00Z,1,0.014,24.70000076,4.099999905,200,890.610992,0,0
20mm,902,2011,2011-07-05T07:00:00Z,2,0.014,24.70000076,4.099999905,200,939.7512286,0,0
20mm,902,2011,2011-07-05T07:00:00Z,3,0.014,24.70000076,4.099999905,200,971.0370439,0,0
20mm,902,2012,2012-03-12T07:00:00Z,1,0.139,11.89999962,5.059999943,160,944.6206162,0,0
20mm,902,2012,2012-03-12T07:00:00Z,2,0.139,11.89999962,5.059999943,160,940.2787456,0,0
20mm,902,2012,2012-03-12T07:00:00Z,3,0.139,11.89999962,5.059999943,160,935.0035757,0,0
20mm,902,2012,2012-03-26T07:00:00Z,1,0.106,12.89999962,4,71,922.8706849,0,0
20mm,902,2012,2012-03-26T07:00:00Z,2,0.106,12.89999962,4,71,979.4367375,0,1
20mm,902,2012,2012-04-09T07:00:00Z,1,0.081,14.69999981,7.800000191,110,980.2483021,1,0
20mm,902,2012,2012-04-09T07:00:00Z,3,0.081,14.69999981,7.800000191,110,893.5732028,0,0
20mm,902,2012,2012-04-23T07:00:00Z,1,0.113,19.20000076,18,63,932.4065689,0,1
20mm,902,2012,2012-04-23T07:00:00Z,2,0.113,19.20000076,18,63,497.3673651,0,0
20mm,902,2012,2012-04-23T07:00:00Z,3,0.113,19.20000076,18,63,492.7008687,0,0
20mm,902,2012,2012-05-07T07:00:00Z,1,0.093,18.60000038,6.400000095,97,744.9351463,0,0
20mm,902,2012,2012-05-07T07:00:00Z,2,0.093,18.60000038,6.400000095,97,927.4560249,0,0
20mm,902,2012,2012-05-07T07:00:00Z,3,0.093,18.60000038,6.400000095,97,972.6601731,0,0
20mm,902,2012,2012-05-21T07:00:00Z,1,0.083,21.70000076,7,95,958.3360579,0,0
20mm,902,2012,2012-05-21T07:00:00Z,2,0.083,21.70000076,7,95,955.8202077,0,0
20mm,902,2012,2012-05-21T07:00:00Z,3,0.083,21.70000076,7,95,946.4060583,0,0
20mm,902,2012,2012-06-04T07:00:00Z,1,0.067,21.60000038,7.400000095,100,956.9158199,0,0
20mm,902,2012,2012-06-04T07:00:00Z,2,0.067,21.60000038,7.400000095,100,969.7385405,0,0
20mm,902,2012,2012-06-04T07:00:00Z,3,0.067,21.60000038,7.400000095,100,909.1146649,0,0
20mm,902,2012,2012-06-18T07:00:00Z,1,0.088,23.20000076,5.300000191,100,894.2630327,0,0
20mm,902,2012,2012-06-18T07:00:00Z,3,0.088,23.20000076,5.300000191,100,911.4682023,0,0
20mm,902,2012,2012-07-09T07:00:00Z,1,0.119,22.79999924,3.099999905,200,918.7722837,0,0
20mm,902,2012,2012-07-09T07:00:00Z,2,0.119,22.79999924,3.099999905,200,934.9629974,0,0
20mm,902,2012,2012-07-09T07:00:00Z,3,0.119,22.79999924,3.099999905,200,891.5037131,0,0
20mm,902,2013,2013-03-11T07:00:00Z,1,0.105,13.10000038,4.300000191,200,907.7755833,0,0
20mm,902,2013,2013-03-11T07:00:00Z,2,0.105,13.10000038,4.300000191,200,883.9967406,0,0
20mm,902,2013,2013-03-11T07:00:00Z,3,0.105,13.10000038,4.300000191,200,900.5526584,0,0
20mm,902,2013,2013-03-25T07:00:00Z,1,0.093,14.30000019,6.599999905,132,871.904428,0,2
20mm,902,2013,2013-04-08T07:00:00Z,1,0.097,16.29999924,9,105,869.5914689,1,1
20mm,902,2013,2013-04-08T07:00:00Z,2,0.097,16.29999924,9,105,891.5848696,0,0
20mm,902,2013,2013-04-08T07:00:00Z,3,0.097,16.29999924,9,105,933.29929,1,0
20mm,902,2013,2013-04-22T07:00:00Z,1,0.086,17.70000076,7.300000191,104,923.4387801,0,0
20mm,902,2013,2013-04-22T07:00:00Z,2,0.086,17.70000076,7.300000191,104,874.1768089,0,1
20mm,902,2013,2013-04-22T07:00:00Z,3,0.086,17.70000076,7.300000191,104,902.7033046,0,0
20mm,902,2013,2013-05-06T07:00:00Z,1,0.096,19.79999924,18,51,293.9486981,2,0
20mm,902,2013,2013-05-20T07:00:00Z,1,0.115,20.79999924,13.60000038,53,898.2396993,0,0
20mm,902,2013,2013-05-20T07:00:00Z,2,0.115,20.79999924,13.60000038,53,880.3852781,0,0
20mm,902,2013,2013-05-20T07:00:00Z,3,0.115,20.79999924,13.60000038,53,888.7038152,0,0
20mm,902,2013,2013-06-03T07:00:00Z,1,0.101,21.29999924,9.399999619,88,862.4091222,0,0
20mm,902,2013,2013-06-03T07:00:00Z,2,0.101,21.29999924,9.399999619,88,888.5415023,0,0
20mm,902,2013,2013-06-03T07:00:00Z,3,0.101,21.29999924,9.399999619,88,902.3786787,0,0
20mm,902,2013,2013-06-17T07:00:00Z,1,0.108,21.60000038,14.69999981,81,854.5775238,0,0
20mm,902,2013,2013-06-17T07:00:00Z,2,0.108,21.60000038,14.69999981,81,860.0961631,0,0
20mm,902,2013,2013-06-17T07:00:00Z,3,0.108,21.60000038,14.69999981,81,878.437523,0,0
20mm,902,2013,2013-07-01T07:00:00Z,1,0.094,25.29999924,5.699999809,120,982.8047306,0,0
20mm,902,2013,2013-07-01T07:00:00Z,2,0.094,25.29999924,5.699999809,120,536.1195748,0,0
20mm,902,2013,2013-07-01T07:00:00Z,3,0.094,25.29999924,5.699999809,120,527.9633505,0,0
20mm,902,2014,2014-03-18T07:00:00Z,1,0.184,14.89999962,12.30000019,68,876.0839857,0,2
20mm,902,2014,2014-03-18T07:00:00Z,3,0.184,14.89999962,12.30000019,68,897.7527605,0,0
20mm,902,2014,2014-04-01T07:00:00Z,1,0.174,14.30000019,4,165,931.2298003,0,0
20mm,902,2014,2014-04-01T07:00:00Z,2,0.174,14.30000019,4,165,935.0035757,0,0
20mm,902,2014,2014-04-01T07:00:00Z,3,0.174,14.30000019,4,165,953.1826227,0,0
20mm,902,2014,2014-04-14T07:00:00Z,2,0.15,17.70000076,5.599999905,93,908.4654132,0,0
20mm,902,2014,2014-04-14T07:00:00Z,3,0.15,17.70000076,5.599999905,93,897.9150734,0,0
20mm,902,2014,2014-04-28T07:00:00Z,1,0.159,17.10000038,4.5,185,889.9211621,0,0
20mm,902,2014,2014-04-28T07:00:00Z,2,0.159,17.10000038,4.5,185,861.3540882,0,0
20mm,902,2014,2014-04-28T07:00:00Z,3,0.159,17.10000038,4.5,185,872.3913668,0,0
20mm,902,2014,2014-05-12T07:00:00Z,1,0.187,18.5,NA,111,902.784461,0,0
20mm,902,2014,2014-05-12T07:00:00Z,2,0.187,18.5,NA,111,931.2703785,0,0
20mm,902,2014,2014-05-12T07:00:00Z,3,0.187,18.5,NA,111,891.5848696,0,0
20mm,902,2014,2014-05-27T07:00:00Z,1,0.252,21.79999924,3.599999905,180,874.5014347,0,0
20mm,902,2014,2014-05-27T07:00:00Z,2,0.252,21.79999924,3.599999905,180,828.1610961,0,0
20mm,902,2014,2014-05-27T07:00:00Z,3,0.252,21.79999924,3.599999905,180,513.5175007,0,0
20mm,902,2014,2014-06-09T07:00:00Z,1,0.367,23.20000076,2.900000095,200,903.1902433,0,0
20mm,902,2014,2014-06-09T07:00:00Z,2,0.367,23.20000076,2.900000095,200,876.0028292,0,0
20mm,902,2014,2014-06-09T07:00:00Z,3,0.367,23.20000076,2.900000095,200,832.4218102,0,0
20mm,902,2014,2014-06-23T07:00:00Z,1,0.416,22.79999924,2.700000048,200,835.4245992,0,0
20mm,902,2014,2014-06-23T07:00:00Z,2,0.416,22.79999924,2.700000048,200,885.4981351,0,0
20mm,902,2014,2014-06-23T07:00:00Z,3,0.416,22.79999924,2.700000048,200,849.9516056,0,0
20mm,902,2014,2014-07-07T07:00:00Z,2,0.352,24.39999962,2.200000048,170,843.6214017,0,0
20mm,902,2014,2014-07-07T07:00:00Z,3,0.352,24.39999962,2.200000048,170,846.3401431,0,0
20mm,902,2015,2015-03-16T07:00:00Z,1,0.171,17.10000038,5.699999809,130,978.0976559,0,0
20mm,902,2015,2015-03-16T07:00:00Z,2,0.171,17.10000038,5.699999809,130,976.5556832,0,0
20mm,902,2015,2015-03-16T07:00:00Z,3,0.171,17.10000038,5.699999809,130,973.4717377,0,0
20mm,902,2015,2015-03-30T07:00:00Z,1,0.199,18.39999962,8.800000191,89,1017.499117,0,0
20mm,902,2015,2015-03-30T07:00:00Z,3,0.199,18.39999962,8.800000191,89,1024.559729,0,0
20mm,902,2015,2015-04-13T07:00:00Z,1,0.192,17.39999962,7.800000191,78,905.3003113,0,1
20mm,902,2015,2015-04-13T07:00:00Z,2,0.192,17.39999962,7.800000191,78,966.6140168,0,0
20mm,902,2015,2015-04-13T07:00:00Z,3,0.192,17.39999962,7.800000191,78,975.460071,0,0
20mm,902,2015,2015-04-27T07:00:00Z,1,0.27,18.39999962,17.20000076,49,491.8487258,0,0
20mm,902,2015,2015-04-27T07:00:00Z,2,0.27,18.39999962,17.20000076,49,919.6650047,0,0
20mm,902,2015,2015-04-27T07:00:00Z,3,0.27,18.39999962,17.20000076,49,907.4915357,0,0
20mm,902,2015,2015-05-11T07:00:00Z,1,0.462,19.60000038,9.100000381,80,946.4872148,0,0
20mm,902,2015,2015-05-11T07:00:00Z,2,0.462,19.60000038,9.100000381,80,945.6350719,0,0
20mm,902,2015,2015-05-11T07:00:00Z,3,0.462,19.60000038,9.100000381,80,952.6956839,0,0
20mm,902,2015,2015-05-26T07:00:00Z,1,0.473,20.29999924,6.599999905,96,1028.982756,0,0
20mm,902,2015,2015-05-26T07:00:00Z,2,0.473,20.29999924,6.599999905,96,1030.28126,0,0
20mm,902,2015,2015-05-26T07:00:00Z,3,0.473,20.29999924,6.599999905,96,986.2133019,0,0
20mm,902,2015,2015-06-08T07:00:00Z,1,0.43,22.60000038,6.300000191,122,527.51699,0,0
20mm,902,2015,2015-06-08T07:00:00Z,2,0.43,22.60000038,6.300000191,122,304.4584597,0,0
20mm,902,2015,2015-06-08T07:00:00Z,3,0.43,22.60000038,6.300000191,122,339.3557375,0,0
20mm,902,2015,2015-06-22T07:00:00Z,1,0.384,23.20000076,6.699999809,105,1046.269082,0,0
20mm,902,2015,2015-06-22T07:00:00Z,2,0.384,23.20000076,6.699999809,105,1049.06898,0,0
20mm,902,2015,2015-06-22T07:00:00Z,3,0.384,23.20000076,6.699999809,105,1079.259183,0,0
20mm,902,2015,2015-07-06T07:00:00Z,1,0.397,23.10000038,10,73,946.4060583,0,0
20mm,902,2015,2015-07-06T07:00:00Z,2,0.397,23.10000038,10,73,1066.03068,0,0
20mm,902,2015,2015-07-06T07:00:00Z,3,0.397,23.10000038,10,73,1028.617552,0,0
20mm,902,2016,2016-03-14T07:00:00Z,1,0.089,13.69999981,8.600000381,97,1004.879288,0,0
20mm,902,2016,2016-03-14T07:00:00Z,2,0.089,13.69999981,8.600000381,97,1033.689831,0,0
20mm,902,2016,2016-03-14T07:00:00Z,3,0.089,13.69999981,8.600000381,97,515.1812081,0,0
20mm,902,2016,2016-03-28T07:00:00Z,1,0.058,15.60000038,14,77,969.3733365,0,0
20mm,902,2016,2016-03-28T07:00:00Z,2,0.058,15.60000038,14,77,977.8541865,0,0
20mm,902,2016,2016-03-28T07:00:00Z,3,0.058,15.60000038,14,77,981.7091184,0,0
20mm,902,2016,2016-04-11T07:00:00Z,1,0.057,17.20000076,7.599999905,103,998.7925532,0,0
20mm,902,2016,2016-04-11T07:00:00Z,2,0.057,17.20000076,7.599999905,103,998.0621451,0,0
20mm,902,2016,2016-04-11T07:00:00Z,3,0.057,17.20000076,7.599999905,103,1020.704797,0,0
20mm,902,2016,2016-04-25T07:00:00Z,1,0.064,17,12.89999962,61,951.1537112,0,0
20mm,902,2016,2016-04-25T07:00:00Z,2,0.064,17,12.89999962,61,937.5194259,0,0
20mm,902,2016,2016-04-25T07:00:00Z,3,0.064,17,12.89999962,61,946.4872148,0,0
20mm,902,2016,2016-05-10T07:00:00Z,1,0.08,18.20000076,16.60000038,64,265.2193113,0,0
20mm,902,2016,2016-05-10T07:00:00Z,2,0.08,18.20000076,16.60000038,64,245.1736657,0,0
20mm,902,2016,2016-05-10T07:00:00Z,3,0.08,18.20000076,16.60000038,64,254.7095497,0,0
20mm,902,2016,2016-05-23T07:00:00Z,1,0.082,19,8.699999809,82,974.4456152,0,0
20mm,902,2016,2016-05-23T07:00:00Z,2,0.082,19,8.699999809,82,847.0705513,0,0
20mm,902,2016,2016-05-23T07:00:00Z,3,0.082,19,8.699999809,82,987.3900706,0,0
20mm,902,2016,2016-06-06T07:00:00Z,1,0.066,22.70000076,9.300000191,87,993.0710228,0,0
20mm,902,2016,2016-06-06T07:00:00Z,2,0.066,22.70000076,9.300000191,87,998.9142879,0,0
20mm,902,2016,2016-06-06T07:00:00Z,3,0.066,22.70000076,9.300000191,87,1001.633029,0,0
20mm,902,2016,2016-06-20T07:00:00Z,1,0.087,22.29999924,6.199999809,80,987.63354,0,0
20mm,902,2016,2016-06-20T07:00:00Z,2,0.087,22.29999924,6.199999809,80,1011.25007,0,0
20mm,902,2016,2016-06-20T07:00:00Z,3,0.087,22.29999924,6.199999809,80,567.9734853,0,0
20mm,902,2016,2016-07-05T07:00:00Z,1,0.197,22.10000038,8.899999619,64,1041.521429,0,0
20mm,902,2016,2016-07-05T07:00:00Z,2,0.197,22.10000038,8.899999619,64,1019.609185,0,0
20mm,902,2016,2016-07-05T07:00:00Z,3,0.197,22.10000038,8.899999619,64,1101.171428,0,0
20mm,902,2017,2017-03-13T07:00:00Z,1,0.052,14.39999962,10.5,70,946.000276,0,0
20mm,902,2017,2017-03-13T07:00:00Z,2,0.052,14.39999962,10.5,70,944.8235073,0,0
20mm,902,2017,2017-03-13T07:00:00Z,3,0.052,14.39999962,10.5,70,964.341636,0,0
