SurveySeason,Review_Region,Review_Stratum,SubRegion,StationCode,Year,Station_Surveys,Station_Tows,Station_Volume,Subregion_Surveys,Subregion_Tows,Subregion_Volume,Strata_Surveys,Strata_Tows,Strata_Volume,Region_Surveys,Region_Tows,Region_Volume
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2006,9,24,22.41078833378,18,47,43.20672542648,63,172,154.30476573127,90,250,225.01123589406
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2007,8,24,22.48999703874,16,45,42.11991869239,61,171,159.7755632781,88,251,234.99741656237
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2008,10,24,22.53528234342,20,47,44.52255569069,70,183,172.51562610359,94,255,240.85196243031
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2009,9,24,23.158645112680002,18,49,47.24815482156,63,174,165.41764153376002,86,242,229.37948235356
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2010,7,21,19.88000528514,15,43,40.38690364555,56,159,149.23447531454002,80,230,215.54717531116
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2011,9,26,25.383427728890002,18,50,47.91899411992,63,171,162.26410438931,90,245,234.40180930243002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2012,9,23,22.4385438431,18,50,48.39542311835,63,177,166.1467511704,90,255,240.1553559559
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2013,9,27,25.756990914270002,18,49,45.936747584420004,63,184,170.57582439667001,90,265,247.57707364467
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2014,9,25,24.1030628377,18,50,47.35694505619,63,180,166.87577965058,90,258,242.18361820422
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2015,9,25,24.848606657490002,18,48,47.808093817330004,63,169,170.01276087719,90,244,245.21335116894002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2016,9,26,25.78324502908,18,50,48.391852234110004,63,177,169.29574355309,87,247,236.07119768463002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2017,9,26,25.827028939250003,17,48,47.27915658928,62,178,169.83669193722,89,252,240.34785907902
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2018,8,20,18.51004366211,16,40,36.2379825192,59,161,145.7432055618,86,238,215.007809478
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2019,9,25,24.5039757501,18,51,49.29597577674,63,182,172.78802776158,90,256,244.22551473782002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,418,2020,5,12,10.84161033494,10,26,23.0297686542,36,102,91.61878561913001,51,145,133.41042643082
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2002,8,23,20.12120228426,15,44,38.47457340034,55,161,139.29560886241,79,233,204.01776397772002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2003,8,23,21.24943939118,16,47,43.544376878310004,56,166,152.9304216594,80,236,218.04829567367
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2004,7,18,16.98961796224,14,36,34.12397847089,53,147,137.90101625377,77,218,204.84263823716
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2005,9,27,25.40801813627,18,53,50.522980295480004,63,184,174.82493317289,90,262,248.87537411352002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2006,9,23,20.7959370927,18,47,43.20672542648,63,172,154.30476573127,90,250,225.01123589406
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2007,8,21,19.62992165365,16,45,42.11991869239,61,171,159.7755632781,88,251,234.99741656237
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2008,10,23,21.98727334727,20,47,44.52255569069,70,183,172.51562610359,94,255,240.85196243031
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2009,9,25,24.08950970888,18,49,47.24815482156,63,174,165.41764153376002,86,242,229.37948235356
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2010,8,22,20.506898360410002,15,43,40.38690364555,56,159,149.23447531454002,80,230,215.54717531116
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2011,9,24,22.535566391030002,18,50,47.91899411992,63,171,162.26410438931,90,245,234.40180930243002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2012,9,27,25.956879275250003,18,50,48.39542311835,63,177,166.1467511704,90,255,240.1553559559
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2013,9,22,20.179756670150002,18,49,45.936747584420004,63,184,170.57582439667001,90,265,247.57707364467
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2014,9,25,23.253882218490002,18,50,47.35694505619,63,180,166.87577965058,90,258,242.18361820422
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2015,9,23,22.959487159840002,18,48,47.808093817330004,63,169,170.01276087719,90,244,245.21335116894002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2016,9,24,22.60860720503,18,50,48.391852234110004,63,177,169.29574355309,87,247,236.07119768463002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2017,8,22,21.45212765003,17,48,47.27915658928,62,178,169.83669193722,89,252,240.34785907902
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2018,8,20,17.727938857090003,16,40,36.2379825192,59,161,145.7432055618,86,238,215.007809478
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2019,9,26,24.79200002664,18,51,49.29597577674,63,182,172.78802776158,90,256,244.22551473782002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,West Suisun Bay,411,2020,5,14,12.188158319260001,10,26,23.0297686542,36,102,91.61878561913001,51,145,133.41042643082
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2002,8,24,18.72433729474,24,71,60.63048987149,55,161,139.29560886241,79,233,204.01776397772002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2003,8,24,21.04391065623,24,72,65.70435117246001,56,166,152.9304216594,80,236,218.04829567367
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2004,8,21,18.76248083094,23,65,60.311910187760006,53,147,137.90101625377,77,218,204.84263823716
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2005,9,27,23.45385173593,27,78,73.23871402771,63,184,174.82493317289,90,262,248.87537411352002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2006,9,27,22.50979921498,27,75,66.58984930752,63,172,154.30476573127,90,250,225.01123589406
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2007,9,26,22.21406507474,27,78,72.87975900513,61,171,159.7755632781,88,251,234.99741656237
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2008,10,26,23.86697869556,30,80,75.18228951002,70,183,172.51562610359,94,255,240.85196243031
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2009,9,25,22.219461979330003,27,74,69.61024927934001,63,174,165.41764153376002,86,242,229.37948235356
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2010,7,19,16.55628304407,24,67,61.757063270980005,56,159,149.23447531454002,80,230,215.54717531116
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2011,9,26,23.63880730827,27,73,69.08833208508,63,171,162.26410438931,90,245,234.40180930243002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2012,9,26,22.607957953350002,27,76,70.19855245788,63,177,166.1467511704,90,255,240.1553559559
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2013,9,27,24.0271815476,27,81,75.58604289852,63,184,170.57582439667001,90,265,247.57707364467
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2014,9,26,20.778447875570002,27,78,72.21796865206001,63,180,166.87577965058,90,258,242.18361820422
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2015,9,25,24.74764802125,27,72,72.9560054993,63,169,170.01276087719,90,244,245.21335116894002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2016,9,26,22.58150094739,27,75,69.73068546598,63,177,169.29574355309,87,247,236.07119768463002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2017,9,26,23.01187365477,27,78,73.59004034305,62,178,169.83669193722,89,252,240.34785907902
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2018,9,25,21.77091022491,25,71,64.32237839335001,59,161,145.7432055618,86,238,215.007809478
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2019,9,24,21.152416843250002,27,78,73.75973850091,63,182,172.78802776158,90,256,244.22551473782002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,602,2020,5,15,14.62435351377,15,44,41.49578493676,36,102,91.61878561913001,51,145,133.41042643082
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2002,8,24,21.79939614237,24,71,60.63048987149,55,161,139.29560886241,79,233,204.01776397772002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2003,8,24,22.3228958876,24,72,65.70435117246001,56,166,152.9304216594,80,236,218.04829567367
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2004,7,20,18.919883785110002,23,65,60.311910187760006,53,147,137.90101625377,77,218,204.84263823716
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2005,9,26,25.299958309780003,27,78,73.23871402771,63,184,174.82493317289,90,262,248.87537411352002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2006,9,26,23.98007022257,27,75,66.58984930752,63,172,154.30476573127,90,250,225.01123589406
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2007,9,25,24.41803105896,27,78,72.87975900513,61,171,159.7755632781,88,251,234.99741656237
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2008,10,28,26.678319626420002,30,80,75.18228951002,70,183,172.51562610359,94,255,240.85196243031
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2009,9,26,25.321667662830002,27,74,69.61024927934001,63,174,165.41764153376002,86,242,229.37948235356
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2010,8,22,20.924367190650003,24,67,61.757063270980005,56,159,149.23447531454002,80,230,215.54717531116
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2011,9,23,22.358482995310002,27,73,69.08833208508,63,171,162.26410438931,90,245,234.40180930243002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2012,9,27,25.32540085999,27,76,70.19855245788,63,177,166.1467511704,90,255,240.1553559559
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2013,9,27,25.78279866855,27,81,75.58604289852,63,184,170.57582439667001,90,265,247.57707364467
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2014,9,27,26.658192824340002,27,78,72.21796865206001,63,180,166.87577965058,90,258,242.18361820422
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2015,9,23,23.56170867127,27,72,72.9560054993,63,169,170.01276087719,90,244,245.21335116894002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2016,9,22,20.897098620090002,27,75,69.73068546598,63,177,169.29574355309,87,247,236.07119768463002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2017,9,25,24.409428474200002,27,78,73.59004034305,62,178,169.83669193722,89,252,240.34785907902
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2018,8,23,21.466938703980002,25,71,64.32237839335001,59,161,145.7432055618,86,238,215.007809478
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2019,9,27,26.42442164131,27,78,73.75973850091,63,182,172.78802776158,90,256,244.22551473782002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,501,2020,5,15,14.615466881400001,15,44,41.49578493676,36,102,91.61878561913001,51,145,133.41042643082
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2002,8,23,20.10675643438,24,71,60.63048987149,55,161,139.29560886241,79,233,204.01776397772002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2003,8,24,22.337544628630003,24,72,65.70435117246001,56,166,152.9304216594,80,236,218.04829567367
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2004,8,24,22.62954557171,23,65,60.311910187760006,53,147,137.90101625377,77,218,204.84263823716
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2005,9,25,24.484903982000002,27,78,73.23871402771,63,184,174.82493317289,90,262,248.87537411352002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2006,9,22,20.09997986997,27,75,66.58984930752,63,172,154.30476573127,90,250,225.01123589406
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2007,9,27,26.247662871430002,27,78,72.87975900513,61,171,159.7755632781,88,251,234.99741656237
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2008,10,26,24.63699118804,30,80,75.18228951002,70,183,172.51562610359,94,255,240.85196243031
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2009,9,23,22.069119637180002,27,74,69.61024927934001,63,174,165.41764153376002,86,242,229.37948235356
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2010,9,26,24.27641303626,24,67,61.757063270980005,56,159,149.23447531454002,80,230,215.54717531116
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2011,9,24,23.0910417815,27,73,69.08833208508,63,171,162.26410438931,90,245,234.40180930243002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2012,9,23,22.265193644540002,27,76,70.19855245788,63,177,166.1467511704,90,255,240.1553559559
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2013,9,27,25.77606268237,27,81,75.58604289852,63,184,170.57582439667001,90,265,247.57707364467
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2014,9,25,24.78132795215,27,78,72.21796865206001,63,180,166.87577965058,90,258,242.18361820422
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2015,9,24,24.64664880678,27,72,72.9560054993,63,169,170.01276087719,90,244,245.21335116894002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2016,9,27,26.252085898500003,27,75,69.73068546598,63,177,169.29574355309,87,247,236.07119768463002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2017,9,27,26.16873821408,27,78,73.59004034305,62,178,169.83669193722,89,252,240.34785907902
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2018,8,23,21.08452946446,25,71,64.32237839335001,59,161,145.7432055618,86,238,215.007809478
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2019,9,27,26.18290001635,27,78,73.75973850091,63,182,172.78802776158,90,256,244.22551473782002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Mid Suisun Bay,504,2020,5,14,12.25596454159,15,44,41.49578493676,36,102,91.61878561913001,51,145,133.41042643082
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2002,8,22,17.9047382052,16,46,40.19054559058,55,161,139.29560886241,79,233,204.01776397772002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2003,8,24,21.980050422330002,16,47,43.68169360863,56,166,152.9304216594,80,236,218.04829567367
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2004,8,22,20.438361729940002,16,46,43.46512759512,53,147,137.90101625377,77,218,204.84263823716
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2005,9,27,25.35924310381,18,53,51.0632388497,63,184,174.82493317289,90,262,248.87537411352002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2006,9,26,22.43602799284,18,50,44.50819099727,63,172,154.30476573127,90,250,225.01123589406
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2007,9,26,24.21347620153,18,48,44.77588558058,61,171,159.7755632781,88,251,234.99741656237
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2008,10,28,25.0351447808,20,56,52.810780902880005,70,183,172.51562610359,94,255,240.85196243031
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2009,9,24,20.82706059511,18,51,48.55923743286,63,174,165.41764153376002,86,242,229.37948235356
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2010,8,23,21.16057306748,17,49,47.09050839801,56,159,149.23447531454002,80,230,215.54717531116
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2011,9,23,21.330474116490002,18,48,45.25677818431,63,171,162.26410438931,90,245,234.40180930243002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2012,9,25,23.68332162658,18,51,47.55277559417,63,177,166.1467511704,90,255,240.1553559559
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2013,9,27,24.37233997198,18,54,49.053033913730005,63,184,170.57582439667001,90,265,247.57707364467
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2014,9,27,24.3282720142,18,52,47.30086594233,63,180,166.87577965058,90,258,242.18361820422
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2015,9,23,22.76187117974,18,49,49.24866156056,63,169,170.01276087719,90,244,245.21335116894002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2016,9,26,24.66519305789,18,52,51.173205853000006,63,177,169.29574355309,87,247,236.07119768463002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2017,9,27,24.90212934286,18,52,48.967495004890004,62,178,169.83669193722,89,252,240.34785907902
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2018,9,25,22.239832250790002,18,50,45.18284464925,59,161,145.7432055618,86,238,215.007809478
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2019,9,27,24.35322762565,18,53,49.73231348393,63,182,172.78802776158,90,256,244.22551473782002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,519,2020,5,15,12.33675579752,11,32,27.09323202817,36,102,91.61878561913001,51,145,133.41042643082
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2002,8,24,22.28580738538,16,46,40.19054559058,55,161,139.29560886241,79,233,204.01776397772002
20mm,Suisun Bay and Marsh,Suisun and Honker Bays,Honker Bay,508,2003,8,23,21.7016431863,16,47,43.68169360863,56,166,152.9304216594,80,236,218.04829567367
